iptwOR	aiptwOR	pencompOR	iptw	aiptw	pencompBoot	pencompRubin	pencompRubinVar	K0	K1
1.81462838465239	2.06504019425104	1.86943772806018	2.09511354350323	2.45083170479467	2.2066577607873	2.24255170663156	0.0110507209688609	15	15
1.81462838465239	2.06504019425104	1.86943772806018	2.19447262936703	2.10305008808684	2.08073765518265	2.11225397612864	0.0119363156905253	16	15
1.81462838465239	2.06504019425104	1.86943772806018	1.89818704101082	2.09510807698571	2.26066569828563	2.04537956912676	0.0102988795404704	15	15
1.81462838465239	2.06504019425104	1.86943772806018	1.46172100283486	2.48964468585558	2.31352916162773	2.06276905604931	0.00915549438508649	17	16
1.81462838465239	2.06504019425104	1.86943772806018	1.8073483901506	1.92828281159151	1.76325920076812	1.89542956464244	0.0109689126119766	16	16
1.81462838465239	2.06504019425104	1.86943772806018	1.07924246770237	1.93114884634965	1.95263381858557	2.01295661338309	0.00962165522554791	16	14
1.81462838465239	2.06504019425104	1.86943772806018	1.71147179577519	1.9849825975799	2.04567932510214	2.07413036633528	0.010454124945595	17	14
1.81462838465239	2.06504019425104	1.86943772806018	1.42252714753299	1.82292076126395	1.68595898295503	1.77021216674219	0.0102441995979468	18	14
1.81462838465239	2.06504019425104	1.86943772806018	1.76847630071918	2.36452550407465	2.25883904892708	2.36655776994218	0.0100488152046309	16	16
1.81462838465239	2.06504019425104	1.86943772806018	2.08267436396265	2.13921798967114	1.99102958142576	2.00309127820003	0.00973985886083595	16	16
1.81462838465239	2.06504019425104	1.86943772806018	1.84266745617454	2.23094364905091	2.1101816598584	2.11593419619788	0.0114865829262674	16	16
1.81462838465239	2.06504019425104	1.86943772806018	1.85591297767538	2.03010380227079	1.81746650310451	1.81914771777564	0.0130559628963103	14	16
1.81462838465239	2.06504019425104	1.86943772806018	2.01964448572985	2.06590398504112	2.04331804552632	2.07629170062915	0.0112336506335802	15	17
1.81462838465239	2.06504019425104	1.86943772806018	1.99928739431026	1.92326807723492	1.9027947675595	2.01146522233034	0.0107757219635847	15	15
1.81462838465239	2.06504019425104	1.86943772806018	1.84435356415666	2.12386652825103	2.18357771639283	2.05136056510731	0.0136734454034605	16	15
1.81462838465239	2.06504019425104	1.86943772806018	1.61953721709025	1.86669577759771	1.60195220912257	1.8106716785721	0.00928325094511463	15	16
