iptwOR	aiptwOR	pencompOR	iptw	aiptw	pencompBoot	pencompRubin	pencompRubinVar	K0	K1
2.00069642108753	1.93124357222498	1.92527527713441	1.97054152279806	2.07571691670694	2.08761485167275	2.1491229142276	0.00924057543213067	17	14
2.00069642108753	1.93124357222498	1.92527527713441	1.66264547695319	2.08844602863271	1.84293427434824	2.12795060445473	0.00944007777910426	18	13
2.00069642108753	1.93124357222498	1.92527527713441	1.99368681890631	2.02981404909234	1.92193956579623	2.17956223029607	0.0106046287323513	16	14
2.00069642108753	1.93124357222498	1.92527527713441	2.08343957095633	1.95954501635619	1.90017963453593	1.93468533811257	0.00869058625758539	18	15
2.00069642108753	1.93124357222498	1.92527527713441	1.82112280345804	1.72819362657072	1.8221696616056	1.80053511747407	0.00857609399834653	17	15
2.00069642108753	1.93124357222498	1.92527527713441	2.08342953163295	2.27418057521116	2.25793861644233	2.17387971852785	0.00948833239707957	15	16
2.00069642108753	1.93124357222498	1.92527527713441	1.99430891248791	2.0063126578166	1.96918718696757	2.0203384467294	0.0088125622623881	17	14
2.00069642108753	1.93124357222498	1.92527527713441	1.71981711702775	1.5625528546088	1.58375334107166	1.74991013871361	0.0112337807379574	16	16
2.00069642108753	1.93124357222498	1.92527527713441	2.22859414721101	2.19023439249828	2.19318471685086	2.12019739783049	0.00973245528622518	18	14
2.00069642108753	1.93124357222498	1.92527527713441	1.72094399399374	1.63310197684626	1.69121447524559	1.80398577485214	0.00992275036717256	17	15
2.00069642108753	1.93124357222498	1.92527527713441	1.97263276621407	2.00016560154028	1.96144374730911	1.99409322284366	0.0105596516093417	15	16
2.00069642108753	1.93124357222498	1.92527527713441	1.99376287410145	1.74591621521077	1.76021872580284	1.9209550856033	0.00937767677401618	16	14
2.00069642108753	1.93124357222498	1.92527527713441	2.00592458268327	2.00372353068318	2.08192628711451	2.02241348274366	0.00931457489233756	17	15
2.00069642108753	1.93124357222498	1.92527527713441	1.97378806229371	1.89768039364376	1.68648844525478	1.76766036546891	0.0107511884930238	17	13
2.00069642108753	1.93124357222498	1.92527527713441	1.62994699518997	1.41688392881347	1.4935808397344	1.66367469212342	0.00974324080040942	14	16
2.00069642108753	1.93124357222498	1.92527527713441	1.98040967754063	1.90344274817484	2.04457541411269	1.84962994470488	0.00854150063866316	18	13
2.00069642108753	1.93124357222498	1.92527527713441	1.98145590997673	2.49546046201927	2.26945582717664	2.11410817890836	0.010312291558839	16	13
2.00069642108753	1.93124357222498	1.92527527713441	1.98230469279152	1.96999843004634	1.99414201110023	1.94403586970703	0.00934600006948899	16	14
2.00069642108753	1.93124357222498	1.92527527713441	1.82628411069939	1.74444658865801	1.62841203576854	1.69148546211078	0.00918001368493241	17	15
2.00069642108753	1.93124357222498	1.92527527713441	1.95460787119676	1.9340768405642	1.78812342235157	1.89059194542701	0.0113378920615101	17	13
2.00069642108753	1.93124357222498	1.92527527713441	1.89131105989883	1.93167888416958	1.97612911101824	2.09985498910424	0.0115186601341645	16	14
2.00069642108753	1.93124357222498	1.92527527713441	2.02102876976534	1.91883949851837	1.84108257766645	1.85376910103175	0.00854116919270368	17	14
2.00069642108753	1.93124357222498	1.92527527713441	1.77234375105716	1.68422761902124	1.75766622612653	1.80502437049633	0.00828582888223201	16	15
2.00069642108753	1.93124357222498	1.92527527713441	2.0005507740618	1.93017473311095	1.95915542797108	1.98793442636143	0.00867948736134035	17	14
2.00069642108753	1.93124357222498	1.92527527713441	2.02506241740843	2.04894453268253	2.05419206151894	2.01891394455556	0.00906652381860177	17	16
2.00069642108753	1.93124357222498	1.92527527713441	1.71552578014678	1.90638141851455	1.69199396535086	1.75937286054965	0.0101274982489786	17	17
2.00069642108753	1.93124357222498	1.92527527713441	1.76687249533734	1.69250386252305	1.77260019357546	1.84380077476956	0.00830301037822188	16	15
2.00069642108753	1.93124357222498	1.92527527713441	1.66589310500459	2.0919842545312	1.90111756025568	1.95896717844784	0.00989630805556622	18	14
