iptwOR	aiptwOR	pencompOR	iptw	aiptw	pencompBoot	pencompRubin	pencompRubinVar	K0	K1
2.07791606840537	2.22081848729329	2.11188800515775	2.29164061436297	2.81235186761558	2.15735915494767	2.25800892347217	0.0114115790512025	16	14
2.07791606840537	2.22081848729329	2.11188800515775	2.34111377268784	2.38981604738704	2.45518206587207	2.32641392716404	0.0123611139917066	18	13
2.07791606840537	2.22081848729329	2.11188800515775	1.97446241439964	2.1435743043831	2.10725616442003	2.09198901119903	0.0113010061276583	17	14
2.07791606840537	2.22081848729329	2.11188800515775	1.97136505251072	2.41627906013141	2.39517021709064	2.25907145322005	0.0112387224275209	18	15
2.07791606840537	2.22081848729329	2.11188800515775	2.1624245342703	2.34056085792294	2.25405697250319	2.2926451681372	0.0107000998423043	17	15
2.07791606840537	2.22081848729329	2.11188800515775	2.70443173404574	2.46161643144669	2.60611088932812	2.46802316810978	0.0108352852828955	18	13
2.07791606840537	2.22081848729329	2.11188800515775	2.1591414636053	2.2461433817755	2.30419533744783	2.24462912532788	0.00982328194660282	17	14
2.07791606840537	2.22081848729329	2.11188800515775	1.93019968246384	2.10429817271343	2.10373087790581	2.22197457267582	0.0109145283266407	18	14
2.07791606840537	2.22081848729329	2.11188800515775	2.12148040733984	2.17415923657118	2.0116304829326	1.97460018393847	0.0106785061195663	16	16
2.07791606840537	2.22081848729329	2.11188800515775	1.72809254082697	2.01332024455001	1.85685022885398	2.01775523007812	0.00983893096926223	17	15
2.07791606840537	2.22081848729329	2.11188800515775	0.867167111951971	1.94599367853415	2.03967457654126	1.98174194873687	0.0102393874067069	16	15
2.07791606840537	2.22081848729329	2.11188800515775	1.96069155233793	2.07019752218219	2.06247976515573	2.13584768352463	0.0117808591737697	14	16
2.07791606840537	2.22081848729329	2.11188800515775	2.49641580544198	2.42656888936925	2.27067920109541	2.2979795272278	0.011017473496843	17	15
2.07791606840537	2.22081848729329	2.11188800515775	2.11789852881131	2.10304316147829	2.0008630332904	2.10350066560336	0.0107085961652942	16	14
2.07791606840537	2.22081848729329	2.11188800515775	2.4255636630716	2.65467786229155	2.79370760376836	2.77776213973329	0.0151060753388291	16	14
2.07791606840537	2.22081848729329	2.11188800515775	1.72917676877568	1.94338168804899	1.83103650163892	1.85942783288959	0.0161766327518801	17	14
2.07791606840537	2.22081848729329	2.11188800515775	1.15385721368355	1.7665930421939	1.8770169858968	1.99537972289899	0.0109364883256182	16	14
2.07791606840537	2.22081848729329	2.11188800515775	2.27449137339138	2.28201771436619	2.24701093298707	2.23008263089062	0.0142844968778262	17	13
2.07791606840537	2.22081848729329	2.11188800515775	2.24946365743725	2.41901640751879	2.16798122579372	2.27326028802875	0.0103613472195103	17	15
2.07791606840537	2.22081848729329	2.11188800515775	1.99031954037737	2.25760793131621	2.4609076159736	2.29538468066207	0.00937328711918999	17	13
2.07791606840537	2.22081848729329	2.11188800515775	1.9519528328509	2.0362238619784	1.93775390706335	2.17609258943562	0.0106943172710852	16	14
2.07791606840537	2.22081848729329	2.11188800515775	1.81495438254836	1.93777791729475	1.90056001280131	2.02803740409913	0.0108802862738981	16	15
2.07791606840537	2.22081848729329	2.11188800515775	2.06733466832479	2.34490530629356	2.24773625572107	2.25351305146039	0.0112690456097916	18	14
2.07791606840537	2.22081848729329	2.11188800515775	2.19447462975041	2.36173216902793	2.13920462507814	2.13026332296312	0.0121259928310577	17	14
2.07791606840537	2.22081848729329	2.11188800515775	2.17189836501469	2.33130769458664	2.30012598935256	2.11830230178051	0.0099556971754679	18	15
2.07791606840537	2.22081848729329	2.11188800515775	2.01971960578646	2.15524546454258	2.05676131015374	2.09229756783792	0.0118893046487259	20	14
2.07791606840537	2.22081848729329	2.11188800515775	1.95907996083286	2.18155068038773	2.09816378323668	2.20873278984812	0.0105126619097144	18	14
2.07791606840537	2.22081848729329	2.11188800515775	2.26815574881117	2.45792915127795	2.07658569774195	2.06878051313177	0.0108930897191047	18	14
2.07791606840537	2.22081848729329	2.11188800515775	1.50444493141436	1.72678080122759	1.91898016830617	1.93968494391248	0.0113647165147269	15	16
2.07791606840537	2.22081848729329	2.11188800515775	2.2662211835689	2.34278058934506	2.37490382883399	2.38995675361511	0.0115849566219186	16	14
2.07791606840537	2.22081848729329	2.11188800515775	2.24376061247725	2.37708973594928	2.26670048084059	2.25672632453604	0.0111939788749512	16	15
2.07791606840537	2.22081848729329	2.11188800515775	2.24180212148515	2.15588798869598	2.1012279701048	2.12181976457334	0.0114551003578989	19	13
2.07791606840537	2.22081848729329	2.11188800515775	1.8752344684109	2.12530514666638	2.00922832329987	2.0173230895264	0.0117749649568245	18	14
2.07791606840537	2.22081848729329	2.11188800515775	2.36944198084818	2.55804675923965	2.19246630910629	2.10615034415202	0.0118527316723995	17	14
2.07791606840537	2.22081848729329	2.11188800515775	2.12974485764615	2.14362385189837	2.10383553649704	2.3039214240592	0.00980428710504857	18	14
2.07791606840537	2.22081848729329	2.11188800515775	2.12615800610793	2.29020530442323	2.17042081142091	2.31935212822448	0.0127239019374305	16	14
2.07791606840537	2.22081848729329	2.11188800515775	1.90860176886893	1.89984891006741	1.97576504803754	1.88960587443734	0.00966034572506189	18	14
2.07791606840537	2.22081848729329	2.11188800515775	2.08624854013104	2.05883210034853	1.9018826763371	1.97366140153203	0.00963880016424138	18	16
2.07791606840537	2.22081848729329	2.11188800515775	2.30878587342588	2.22771689494728	2.33678283579079	2.17341772876859	0.01284587367899	18	14
2.07791606840537	2.22081848729329	2.11188800515775	2.31581412571793	2.35025717412413	2.31655460707029	2.15005128018815	0.0126218128634556	20	14
2.07791606840537	2.22081848729329	2.11188800515775	2.08908663324374	1.89176231451252	1.91140495063437	1.72988108741369	0.0115695734874866	18	15
2.07791606840537	2.22081848729329	2.11188800515775	2.00093252209322	2.12881139901218	1.98760512090225	2.03960672057302	0.0117088431768734	17	13
2.07791606840537	2.22081848729329	2.11188800515775	2.28049199756316	2.46061001179754	2.37909796738602	2.25492715625595	0.0114414908530788	21	13
2.07791606840537	2.22081848729329	2.11188800515775	2.16346001404728	2.17038400634228	2.24990556777204	2.19525847260824	0.0117433399289152	18	15
2.07791606840537	2.22081848729329	2.11188800515775	2.33157276941271	2.2828498462636	2.14033039939222	2.26120133721568	0.0119592224812427	17	15
2.07791606840537	2.22081848729329	2.11188800515775	1.96133651107745	2.02354503316088	2.05039526958246	2.01783742729405	0.0102645550910574	16	14
2.07791606840537	2.22081848729329	2.11188800515775	2.24904475058725	2.28017149461223	2.18019800609068	2.28309403349349	0.0134999625719323	18	13
2.07791606840537	2.22081848729329	2.11188800515775	1.98462261226835	2.0688842112687	2.12690647934847	2.10728320010787	0.0110742693366875	17	16
2.07791606840537	2.22081848729329	2.11188800515775	2.22373602791837	2.33875292633804	2.13560735127124	2.17769777771157	0.0111138391342196	17	14
2.07791606840537	2.22081848729329	2.11188800515775	2.2342849185827	2.42358952160955	2.20070579822534	2.10204901073159	0.0105655011842774	17	14
2.07791606840537	2.22081848729329	2.11188800515775	1.66302400386118	2.00977907193608	2.26217860917708	2.04411120159739	0.0108461849179217	18	12
2.07791606840537	2.22081848729329	2.11188800515775	2.3847402620749	2.67289897639593	2.27830299398632	2.34697643252223	0.0123396516937597	20	15
2.07791606840537	2.22081848729329	2.11188800515775	1.99008557881265	2.04686801668293	2.24865347255755	2.1837745912572	0.0115080948890959	19	14
2.07791606840537	2.22081848729329	2.11188800515775	2.18326660408513	2.26172228230574	2.10328491813752	2.19885781921055	0.0100217364888862	16	14
2.07791606840537	2.22081848729329	2.11188800515775	1.88120843758848	2.17990919992044	1.93606510043602	2.02564794324366	0.0122185465380261	19	15
2.07791606840537	2.22081848729329	2.11188800515775	1.85243821727719	2.13782844015514	2.06310822788794	2.25502738443193	0.0131553624051454	17	15
2.07791606840537	2.22081848729329	2.11188800515775	2.37945627184656	2.50030902888625	2.40749851296456	2.21854074600004	0.00995720855835029	17	13
2.07791606840537	2.22081848729329	2.11188800515775	2.30900529397755	2.41756965498643	2.3044478753499	2.2622509969266	0.013471413441525	18	14
2.07791606840537	2.22081848729329	2.11188800515775	1.98270433763735	2.1657612313987	2.08303038176554	2.01075558153204	0.0104085058208989	17	14
