estimate	bias	sd	sdBoot	RMSE	coverage	widthCI	num.sim	truth
iptw_trueOutcomePred_standard	2.01436984078702	0.014369840787024	0.0849295319877623	0.0838389220696287	0.0860528423533903	0.938	0.328648574512944	500	2
iptw_trueOutcomePred_bagging	2.01576702003278	0.0157670200327819	0.0845417190445482	0.11721613787821	0.0859162765441069	0.988	0.459487260482585	500	2
iptw_trueConf_standard	2.01583664593743	0.0158366459374326	0.103212884757018	0.101932603878509	0.104318709420954	0.952	0.399575807203757	500	2
iptw_trueConf_bagging	2.01733167564177	0.0173316756417679	0.102941490202853	0.14299032348203	0.104288750519532	0.994	0.560522068049556	500	2
iptw_truePropen_standard	2.02506075089024	0.0250607508902396	0.184077908799405	0.1604580965071	0.185593503092454	0.91	0.628995738307831	500	2
iptw_truePropen_bagging	2.03303477861236	0.0330347786123607	0.175184988399501	0.222455721614739	0.178100244801011	0.972	0.872026428729775	500	2
iptw_allPot_standard	2.02024539369525	0.020245393695248	0.179059709174034	0.162755368678765	0.180022583740114	0.93	0.63800104522076	500	2
iptw_allPot_bagging	2.02364351837679	0.0236435183767871	0.170478659551642	0.217663572139609	0.171941453341052	0.972	0.853241202787268	500	2
iptw_lassoOutcome_standard	2.01736170202783	0.0173617020278348	0.089897481617379	0.104364080093578	0.0914703382744812	0.972	0.409107193966827	500	2
iptw_lassoOutcome_bagging	2.02137363824635	0.0213736382463491	0.0881886635506752	0.135556912591147	0.0906560439793303	0.994	0.531383097357296	500	2
iptw_lassoSep_standard	2.02669619739395	0.0266961973939546	0.173781012162848	0.15598424598501	0.175647736857792	0.912	0.611458244261237	500	2
iptw_lassoSep_bagging	2.03346234430359	0.0334623443035938	0.15767293438857	0.206911163894744	0.161030311483637	0.97	0.811091762467396	500	2
iptw_lassoStepwiseT_standard	2.01436984078702	0.014369840787024	0.0849295319877623	0.084469102011492	0.0860528423533903	0.94	0.331118879885048	500	2
iptw_lassoStepwiseT_bagging	2.01571299572699	0.0157129957269858	0.084521792116088	0.117683131785694	0.0858868075465984	0.988	0.461317876599919	500	2
iptw_lassoStepwiseY_standard	2.01436984078702	0.014369840787024	0.0849295319877623	0.0847841928919136	0.0860528423533903	0.94	0.332354036136301	500	2
iptw_lassoStepwiseY_bagging	2.01553761749072	0.0155376174907227	0.0845248871360967	0.117965257078935	0.0858579360896077	0.988	0.462423807749427	500	2
iptw_stepwise_standard	2.01677650897156	0.0167765089715563	0.190215612608993	0.16572050758361	0.19076442691164	0.924	0.649624389727752	500	2
iptw_stepwise_bagging	2.02524422584381	0.0252442258438134	0.169217625119607	0.218757429180501	0.170922808250599	0.972	0.857529122387563	500	2
iptw_allLasso_standard	2.01736170202783	0.0173617020278348	0.089897481617379	0.104496741180236	0.0914703382744812	0.972	0.409627225426523	500	2
iptw_allLasso_bagging	2.02126469230422	0.0212646923042196	0.088276596041762	0.135720556832803	0.0907158146780159	0.994	0.53202458278459	500	2
