estimate	bias	sd	sdBoot	RMSE	coverage	widthCI	num.sim	truth
pencomp_stepwise_bagging	2.00282899762204	0.00282899762204274	0.215839092931703	0.240253993817992	0.215641703380981	0.968	0.941795655766527	500	2
pencomp_stepwise_rubin	2.0061258486224	0.00612584862240208	0.213543894655128	0.325683516447967	0.213418178644501	0.994	1.27786048754755	500	2
pencomp_allLasso_bagging	2.01973747508498	0.0197374750849795	0.182762217888767	0.200799492629701	0.183643110825797	0.968	0.787134011108426	500	2
pencomp_allLasso_rubin	2.02140754610086	0.0214075461008644	0.181800659288923	0.22839140345952	0.182876077682434	0.98	0.895961325778373	500	2
aiptw_trueOutcomePred_standard	2.00800695994224	0.00800695994223614	0.162984633111892	0.167204265268154	0.163018324297832	0.956	0.655440719851164	500	2
aiptw_trueOutcomePred_bagging	2.00832109483285	0.0083210948328489	0.160846714552101	0.175652914680247	0.160901096547718	0.964	0.688559425546567	500	2
aiptw_trueConf_standard	2.00764817735025	0.00764817735025349	0.16089170804852	0.166054749399	0.160912597555671	0.96	0.650934617644082	500	2
aiptw_trueConf_bagging	2.00806393697388	0.00806393697388034	0.15872818359038	0.175837938104757	0.158774286560791	0.968	0.689284717370649	500	2
aiptw_truePropen_standard	2.00595433165897	0.00595433165896912	0.222624675811363	0.212688438169543	0.222481632619548	0.956	0.833738677624607	500	2
aiptw_truePropen_bagging	2.0050296959422	0.0050296959422048	0.206594384563553	0.211869532114974	0.206448964867828	0.966	0.830528565890699	500	2
aiptw_allPot_standard	2.00225474154617	0.00225474154616932	0.278328270723632	0.333689483860636	0.278058944993466	0.984	1.30806277673369	500	2
aiptw_allPot_bagging	2.0021040499801	0.00210404998009938	0.250970172989949	0.250317966664792	0.250727905709481	0.958	0.981246429325985	500	2
aiptw_lassoOutcome_standard	2.01744093816153	0.0174409381615328	0.192489644934648	0.221698903133333	0.193086367214796	0.976	0.869059700282665	500	2
aiptw_lassoOutcome_bagging	2.02303998780422	0.0230399878042248	0.183836843440324	0.196710023710763	0.185092501398919	0.964	0.771103292946192	500	2
aiptw_lassoSep_standard	2.01949701062367	0.0194970106236702	0.273521884527166	0.323502798723315	0.273942925252544	0.986	1.2681309709954	500	2
aiptw_lassoSep_bagging	2.01113111541379	0.011131115413793	0.241585426209126	0.241278787986539	0.24160027493918	0.956	0.945812848907234	500	2
aiptw_lassoStepwiseT_standard	2.13198900686566	0.131989006865659	0.19384052297834	0.200251542970592	0.234350374408069	0.904	0.78498604844472	500	2
aiptw_lassoStepwiseT_bagging	2.06551109218752	0.065511092187518	0.169963104199249	0.188603253330688	0.181992815998511	0.944	0.739324753056296	500	2
aiptw_lassoStepwiseY_standard	2.13771264230357	0.13771264230357	0.192196135793034	0.199656907120844	0.236284252024501	0.896	0.782655075913708	500	2
aiptw_lassoStepwiseY_bagging	2.07038342020445	0.0703834202044458	0.169314299122396	0.188609620259815	0.183204320536414	0.942	0.739349711418475	500	2
aiptw_stepwise_standard	2.00663794244828	0.00663794244827564	0.250593728731184	0.309900349273303	0.250430997932736	0.99	1.21480936915135	500	2
aiptw_stepwise_bagging	2.00484973253074	0.00484973253073944	0.230633063346356	0.23521728025483	0.230453350147762	0.958	0.922051738598932	500	2
aiptw_allLasso_standard	2.01708657038259	0.0170865703825857	0.192476099740157	0.221845831402373	0.193041202235895	0.974	0.869635659097301	500	2
aiptw_allLasso_bagging	2.02278440915716	0.0227844091571597	0.183862219627774	0.196680791017595	0.185086019124838	0.964	0.770988700788971	500	2
iptw_trueOutcomePred_standard	2.01854292142511	0.0185429214251079	0.170188651287042	0.177344511247154	0.171026572812023	0.942	0.695190484088842	500	2
iptw_trueOutcomePred_bagging	2.02067540957316	0.0206754095731602	0.168685324830163	0.18383964234722	0.169780157546309	0.952	0.720651398001103	500	2
iptw_trueConf_standard	2.01760031628953	0.0176003162895306	0.208828693160592	0.215543665945192	0.209360873552051	0.966	0.844931170505152	500	2
iptw_trueConf_bagging	2.01988509181474	0.0198850918147447	0.207649232702961	0.230338340050267	0.208392380645083	0.97	0.902926292997046	500	2
iptw_truePropen_standard	2.02743647322617	0.027436473226171	0.30693025372776	0.278177521580906	0.307848222920274	0.94	1.09045588459715	500	2
iptw_truePropen_bagging	2.03280973629477	0.032809736294772	0.284280495813557	0.280225019726829	0.285885026356986	0.95	1.09848207732917	500	2
iptw_allPot_standard	2.02626203810996	0.0262620381099647	0.343306623706761	0.422984074851834	0.343967169437525	0.992	1.65809757341919	500	2
iptw_allPot_bagging	2.02555659412007	0.025556594120067	0.297816351316269	0.304515958366964	0.298614014165663	0.96	1.1937025567985	500	2
iptw_lassoOutcome_standard	2.0257463500568	0.0257463500567999	0.200095202028469	0.252049504444161	0.201546243419002	0.976	0.98803405742111	500	2
iptw_lassoOutcome_bagging	2.03299256199696	0.0329925619969642	0.190301409165878	0.210433388267183	0.192952600980089	0.962	0.824898882007357	500	2
iptw_lassoSep_standard	2.02907361003488	0.0290736100348797	0.321140139181336	0.403977000175324	0.322133515511629	0.994	1.58358984068727	500	2
iptw_lassoSep_bagging	2.02864487739914	0.028644877399138	0.285843793321859	0.289823489663004	0.286990922911301	0.96	1.13610807947898	500	2
iptw_lassoStepwiseT_standard	2.14565779415451	0.145657794154508	0.193520580884545	0.209186731685191	0.24205682761161	0.894	0.82001198820595	500	2
iptw_lassoStepwiseT_bagging	2.08263464076892	0.0826346407689165	0.169301758305801	0.190790961195398	0.188239855104366	0.934	0.74790056788596	500	2
iptw_lassoStepwiseY_standard	2.16034714412461	0.160347144124609	0.187330567769329	0.208119607714415	0.246442209790563	0.892	0.815828862240509	500	2
iptw_lassoStepwiseY_bagging	2.0899760315641	0.0899760315641049	0.168697946561612	0.191105063877603	0.191043883534075	0.934	0.749131850400205	500	2
iptw_stepwise_standard	2.03294382143688	0.0329438214368759	0.325379664131239	0.393174045340321	0.326719263817367	0.986	1.54124225773406	500	2
iptw_stepwise_bagging	2.02714029284866	0.0271402928486569	0.282276294671147	0.282092307351156	0.283296915295801	0.954	1.10580184481653	500	2
iptw_allLasso_standard	2.0257463500568	0.0257463500567999	0.200095202028469	0.252618198181138	0.201546243419002	0.976	0.990263336870059	500	2
iptw_allLasso_bagging	2.03248952547527	0.0324895254752747	0.190439112855186	0.210663858419434	0.193002826039591	0.962	0.82580232500418	500	2
