Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
0.898	0.341	1	1	0.004	0.01	0.093	0	0.02	0.002	0.002	0.002	0.085	0.014	0	0.003	0.015	0.002	0.012	0.016
0.631	0.64	1	1	0.03	0.003	0	0	0.035	0.001	0	0.001	0	0	0.004	0.002	0.001	0.004	0	0
0.801	0.882	1	1	0	0	0.001	0	0.003	0	0.001	0.004	0.001	0.002	0.003	0.008	0.004	0.001	0.003	0.001
0.958	0.906	1	1	0.013	0.001	0	0	0.001	0.002	0	0	0.002	0.008	0	0	0	0	0	0
0.818	0.661	1	1	0	0	0.002	0.054	0	0.001	0.001	0	0	0.008	0	0.002	0.002	0.003	0.003	0.006
0.541	0.996	1	1	0	0	0.001	0.001	0	0.001	0	0.001	0.004	0.001	0	0.001	0	0.002	0.003	0
0.986	0.777	1	1	0.007	0.01	0.003	0.003	0	0	0	0.002	0.005	0.001	0.001	0.003	0	0.002	0.003	0.001
0.951	0.993	1	1	0.001	0.002	0	0.001	0.016	0.001	0	0.002	0	0.002	0	0.002	0.002	0	0.003	0.001
0.892	0.702	1	1	0	0.002	0.002	0.002	0	0.021	0.003	0.001	0	0.005	0	0.002	0.017	0	0	0.018
0.584	0.467	1	1	0.006	0.004	0.019	0.002	0.005	0.013	0.003	0.003	0.002	0.002	0.001	0.006	0.002	0.012	0.005	0
0.984	0.879	1	1	0.019	0.001	0.002	0	0.005	0	0.006	0.005	0.001	0	0.003	0.001	0.001	0.003	0.004	0.003
0.978	0.923	1	1	0.002	0.05	0.002	0.002	0	0.003	0.015	0.004	0	0.002	0	0.002	0.002	0.076	0.005	0
0.801	0.485	1	1	0.007	0.007	0.002	0	0	0.011	0.002	0.001	0	0.001	0	0.01	0.002	0	0.001	0.001
0.348	0.256	1	1	0.003	0.006	0.005	0.02	0.003	0.002	0.001	0.001	0.003	0.001	0.002	0.007	0	0	0.056	0.001
