Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
1	0.96	1	1	0.118	0.325	0.61	0.043	0.294	0.101	0.085	0.075	0.568	0.186	0.051	0.073	0.244	0.068	0.211	0.216
1	1	1	1	0.575	0.359	0.1	0.063	0.443	0.083	0.068	0.092	0.032	0.033	0.103	0.07	0.065	0.222	0.127	0.082
1	1	1	1	0.099	0.112	0.089	0.052	0.251	0.061	0.125	0.222	0.061	0.064	0.264	0.325	0.088	0.053	0.178	0.1
1	1	1	1	0.711	0.12	0.069	0.092	0.15	0.174	0.047	0.142	0.152	0.299	0.072	0.068	0.158	0.069	0.068	0.16
1	1	1	1	0.097	0.107	0.083	0.711	0.096	0.067	0.059	0.061	0.072	0.252	0.074	0.137	0.097	0.066	0.088	0.243
1	1	1	1	0.122	0.252	0.082	0.182	0.072	0.127	0.059	0.16	0.29	0.161	0.056	0.084	0.065	0.206	0.194	0.08
1	1	1	1	0.425	0.545	0.121	0.098	0.07	0.06	0.041	0.076	0.163	0.069	0.106	0.15	0.07	0.127	0.067	0.052
1	1	1	1	0.219	0.213	0.089	0.105	0.447	0.073	0.058	0.229	0.067	0.127	0.067	0.221	0.124	0.067	0.232	0.072
1	1	1	1	0.135	0.272	0.08	0.124	0.049	0.468	0.184	0.061	0.059	0.265	0.061	0.184	0.453	0.071	0.096	0.517
1	0.998	1	1	0.279	0.25	0.489	0.069	0.206	0.363	0.113	0.067	0.166	0.066	0.078	0.255	0.113	0.341	0.269	0.065
1	1	1	1	0.681	0.175	0.227	0.077	0.212	0.156	0.217	0.187	0.131	0.077	0.081	0.113	0.094	0.205	0.2	0.204
1	1	1	1	0.215	0.688	0.1	0.053	0.049	0.076	0.353	0.11	0.049	0.074	0.05	0.069	0.096	0.646	0.18	0.059
1	0.998	1	1	0.466	0.373	0.135	0.058	0.063	0.279	0.099	0.125	0.059	0.086	0.084	0.365	0.107	0.05	0.068	0.082
0.993	0.962	1	1	0.125	0.344	0.321	0.49	0.084	0.115	0.109	0.137	0.11	0.068	0.075	0.214	0.101	0.073	0.619	0.133
1	1	1	1	0.207	0.095	0.125	0.082	0.17	0.192	0.044	0.187	0.109	0.318	0.307	0.135	0.233	0.083	0.113	0.149
1	1	1	1	0.095	0.446	0.043	0.275	0.08	0.185	0.03	0.153	0.056	0.022	0.142	0.082	0.047	0.045	0.349	0.251
1	0.987	1	1	0.356	0.128	0.061	0.242	0.169	0.316	0.073	0.558	0.184	0.114	0.158	0.191	0.187	0.071	0.362	0.071
0.998	1	1	1	0.773	0.172	0.153	0.062	0.096	0.075	0.077	0.143	0.148	0.105	0.354	0.118	0.226	0.14	0.084	0.071
1	1	1	1	0.114	0.137	0.068	0.074	0.108	0.068	0.053	0.289	0.163	0.129	0.104	0.049	0.401	0.578	0.05	0.057
1	0.989	1	1	0.457	0.399	0.037	0.074	0.057	0.153	0.053	0.397	0.038	0.267	0.05	0.056	0.192	0.059	0.093	0.131
1	1	1	1	0.28	0.151	0.644	0.085	0.219	0.087	0.057	0.571	0.075	0.241	0.068	0.061	0.106	0.467	0.302	0.539
1	1	1	1	0.143	0.119	0.217	0.16	0.247	0.093	0.059	0.057	0.081	0.061	0.066	0.607	0.203	0.234	0.085	0.511
1	0.934	1	1	0.092	0.166	0.347	0.358	0.109	0.048	0.447	0.062	0.047	0.047	0.044	0.062	0.079	0.09	0.186	0.401
1	0.999	1	1	0.117	0.386	0.056	0.075	0.094	0.055	0.237	0.223	0.157	0.245	0.047	0.137	0.051	0.748	0.072	0.058
0.982	0.998	1	1	0.106	0.173	0.307	0.113	0.056	0.1	0.975	0.1	0.176	0.194	0.179	0.229	0.049	0.05	0.18	0.117
0.999	0.999	1	1	0.675	0.101	0.327	0.255	0.162	0.078	0.179	0.461	0.163	0.073	0.133	0.067	0.072	0.226	0.054	0.101
1	0.996	1	1	0.209	0.098	0.088	0.086	0.048	0.051	0.07	0.102	0.162	0.05	0.126	0.285	0.09	0.068	0.061	0.051
1	0.995	1	1	0.091	0.085	0.472	0.037	0.044	0.048	0.037	0.042	0.061	0.104	0.026	0.098	0.03	0.299	0.04	0.219
1	1	1	1	0.317	0.168	0.069	0.048	0.531	0.122	0.053	0.295	0.089	0.105	0.143	0.05	0.188	0.062	0.167	0.159
1	1	1	1	0.367	0.154	0.071	0.058	0.118	0.152	0.38	0.2	0.117	0.207	0.168	0.045	0.039	0.096	0.052	0.069
0.998	1	1	1	0.138	0.278	0.396	0.412	0.258	0.301	0.489	0.224	0.181	0.077	0.244	0.076	0.244	0.096	0.144	0.153
1	1	1	1	0.118	0.189	0.128	0.071	0.254	0.065	0.108	0.116	0.156	0.051	0.552	0.42	0.071	0.067	0.116	0.073
1	1	1	1	0.085	0.759	0.198	0.131	0.282	0.031	0.08	0.039	0.049	0.316	0.217	0.078	0.185	0.241	0.081	0.355
1	1	1	1	0.093	0.314	0.078	0.066	0.068	0.429	0.051	0.111	0.376	0.215	0.067	0.14	0.08	0.063	0.049	0.665
1	1	1	1	0.11	0.158	0.082	0.106	0.24	0.059	0.103	0.111	0.107	0.116	0.081	0.379	0.102	0.188	0.112	0.077
1	1	1	1	0.518	0.167	0.081	0.079	0.098	0.35	0.083	0.129	0.075	0.412	0.082	0.113	0.387	0.051	0.15	0.082
1	1	1	1	0.136	0.513	0.211	0.059	0.071	0.319	0.264	0.072	0.197	0.206	0.051	0.069	0.087	0.16	0.146	0.073
1	1	1	1	0.158	0.121	0.42	0.292	0.122	0.07	0.088	0.079	0.102	0.114	0.318	0.762	0.478	0.069	0.673	0.215
1	1	1	1	0.344	0.162	0.235	0.082	0.06	0.2	0.039	0.331	0.087	0.075	0.058	0.133	0.085	0.111	0.191	0.25
