Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
1	1	1	1	0.068	0.008	0.375	0.09	0.022	0.103	0.034	0.114	0.011	0.055	0.025	0.022	0.064	0.007	0.01	0.222
0.998	0.999	1	1	0.066	0.016	0.075	0.042	0.033	0.07	0.019	0.039	0.01	0.022	0.019	0.066	0.061	0.068	0.009	0.015
0.996	0.999	0.999	1	0.044	0.027	0.011	0.021	0.043	0.008	0.021	0.05	0.016	0.016	0.042	0.007	0.014	0.093	0.055	0.069
0.988	1	1	1	0.12	0.17	0.031	0.141	0.027	0.017	0.028	0.084	0.15	0.017	0.028	0.022	0.021	0.117	0.014	0.063
1	1	0.991	1	0.068	0.012	0.02	0.021	0.015	0.075	0.019	0.142	0.035	0.113	0.186	0.016	0.128	0.083	0.032	0.041
1	1	1	1	0.076	0.017	0.066	0.027	0.088	0.514	0.05	0.022	0.07	0.023	0.015	0.219	0.088	0.017	0.103	0.081
1	1	1	1	0.037	0.005	0.043	0.009	0.005	0.002	0	0.024	0.097	0.013	0.002	0.041	0.015	0.026	0.003	0.004
0.992	0.996	1	1	0.138	0.044	0.026	0.043	0.157	0.144	0.026	0.065	0.242	0.118	0.027	0.03	0.212	0.266	0.148	0.147
1	1	1	1	0.368	0.007	0.19	0.017	0.043	0.074	0.045	0.044	0.008	0.036	0.009	0.015	0.028	0.032	0.014	0.025
1	1	1	0.999	0.028	0.018	0.066	0.036	0.077	0.233	0.024	0.056	0.241	0.03	0.174	0.198	0.185	0.066	0.015	0.07
1	1	1	1	0.068	0.018	0.032	0.019	0.051	0.38	0.034	0.019	0.031	0.074	0.108	0.045	0.009	0.052	0.101	0.123
1	1	1	1	0.43	0.021	0.05	0.059	0.166	0.055	0.221	0.078	0.016	0.249	0.061	0.323	0.138	0.022	0.082	0.036
1	0.998	1	1	0.114	0.038	0.026	0.006	0.063	0.065	0.016	0.043	0.169	0.045	0.025	0.334	0.01	0.032	0.013	0.01
1	1	1	0.999	0.034	0.031	0.069	0.037	0.01	0.046	0.086	0.062	0.019	0.07	0.187	0.007	0.264	0.029	0.008	0.057
1	1	1	1	0.006	0.056	0.02	0.009	0.058	0.038	0.006	0.01	0.01	0.04	0.019	0.009	0.099	0.009	0.019	0.026
1	1	1	1	0.008	0.005	0.052	0.027	0.029	0.008	0.017	0.028	0.012	0.009	0.078	0.01	0.019	0.005	0.015	0.017
0.999	1	1	1	0.018	0.02	0.22	0.012	0.015	0.078	0.014	0.011	0.011	0.177	0.012	0.012	0.013	0.008	0.015	0.028
