Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
0.72	0.831	1	1	0.347	0.171	0.862	0.386	0.217	0.489	0.287	0.604	0.154	0.346	0.244	0.187	0.356	0.128	0.158	0.736
0.401	0.445	1	1	0.494	0.176	0.474	0.329	0.263	0.394	0.224	0.275	0.172	0.189	0.227	0.417	0.359	0.339	0.127	0.214
0.341	0.53	1	1	0.28	0.32	0.176	0.224	0.282	0.164	0.211	0.359	0.179	0.196	0.296	0.163	0.209	0.47	0.401	0.399
0.342	0.904	1	1	0.582	0.605	0.25	0.614	0.27	0.173	0.204	0.423	0.6	0.245	0.231	0.201	0.186	0.498	0.155	0.275
0.98	0.961	1	1	0.396	0.154	0.195	0.202	0.18	0.38	0.197	0.544	0.284	0.567	0.591	0.175	0.509	0.393	0.209	0.245
0.525	0.73	1	1	0.445	0.186	0.338	0.254	0.321	0.928	0.429	0.219	0.539	0.185	0.153	0.637	0.369	0.185	0.591	0.346
0.891	0.702	1	1	0.415	0.171	0.53	0.189	0.182	0.092	0.094	0.333	0.595	0.186	0.151	0.493	0.23	0.371	0.151	0.198
0.17	0.175	1	1	0.515	0.184	0.183	0.309	0.583	0.477	0.245	0.395	0.712	0.435	0.168	0.197	0.637	0.649	0.515	0.602
0.985	0.889	1	1	0.884	0.136	0.701	0.283	0.283	0.314	0.29	0.24	0.182	0.27	0.148	0.173	0.218	0.283	0.192	0.223
0.97	0.68	1	1	0.217	0.175	0.372	0.375	0.405	0.752	0.215	0.291	0.71	0.249	0.507	0.637	0.576	0.412	0.184	0.436
0.7	0.316	1	1	0.241	0.217	0.241	0.17	0.263	0.839	0.302	0.205	0.214	0.35	0.412	0.315	0.161	0.322	0.431	0.596
0.269	0.711	1	1	0.766	0.295	0.286	0.311	0.507	0.311	0.588	0.271	0.132	0.659	0.288	0.794	0.408	0.191	0.368	0.218
0.971	0.525	1	1	0.395	0.248	0.285	0.167	0.405	0.337	0.168	0.271	0.717	0.263	0.243	0.818	0.163	0.26	0.162	0.175
0.557	0.497	1	1	0.287	0.278	0.305	0.266	0.16	0.338	0.463	0.422	0.22	0.301	0.663	0.145	0.781	0.261	0.169	0.372
0.92	0.975	1	1	0.255	0.411	0.361	0.175	0.436	0.344	0.147	0.234	0.23	0.419	0.273	0.21	0.607	0.196	0.227	0.261
0.982	0.779	1	1	0.17	0.176	0.431	0.431	0.38	0.183	0.23	0.35	0.203	0.204	0.58	0.188	0.291	0.159	0.221	0.208
0.881	0.846	1	1	0.229	0.275	0.696	0.154	0.175	0.497	0.208	0.183	0.227	0.603	0.14	0.216	0.166	0.142	0.16	0.251
0.999	0.464	1	1	0.193	0.424	0.437	0.23	0.219	0.236	0.223	0.213	0.236	0.266	0.729	0.242	0.704	0.295	0.184	0.947
0.786	0.983	1	1	0.794	0.178	0.216	0.22	0.698	0.494	0.193	0.329	0.447	0.178	0.202	0.19	0.504	0.214	0.165	0.546
0.958	0.951	1	1	0.446	0.167	0.501	0.394	0.621	0.48	0.272	0.179	0.198	0.793	0.242	0.582	0.167	0.601	0.224	0.167
0.781	0.907	1	1	0.189	0.205	0.174	0.211	0.66	0.923	0.372	0.121	0.337	0.368	0.741	0.201	0.201	0.192	0.415	0.191
0.98	0.921	1	1	0.209	0.78	0.173	0.305	0.23	0.221	0.757	0.514	0.617	0.337	0.209	0.171	0.135	0.181	0.171	0.269
0.668	0.194	1	1	0.165	0.268	0.192	0.57	0.256	0.306	0.203	0.268	0.19	0.203	0.412	0.226	0.35	0.599	0.32	0.189
