Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
0.983	0.762	0.199	0.817	1	1	0.4	0.235	0.223	0.19	0.646	0.328	0.188	0.418	0.374	0.469	0.327	0.351	0.319	0.207
0.931	0.38	0.581	0.36	1	1	0.158	0.575	0.575	0.33	0.346	0.305	0.21	0.569	0.212	0.184	0.174	0.564	0.231	0.371
0.888	0.738	0.362	0.231	1	1	0.257	0.464	0.521	0.162	0.285	0.184	0.829	0.903	0.244	0.652	0.422	0.428	0.714	0.345
0.337	0.812	0.33	0.278	1	0.959	0.236	0.209	0.166	0.208	0.414	0.22	0.678	0.171	0.151	0.321	0.491	0.216	0.193	0.262
0.789	0.29	0.165	0.273	0.999	1	0.177	0.207	0.217	0.185	0.395	0.381	0.301	0.501	0.192	0.37	0.372	0.275	0.177	0.363
0.555	0.696	0.812	0.209	1	0.988	0.426	0.275	0.219	0.638	0.805	0.229	0.615	0.569	0.466	0.58	0.301	0.452	0.733	0.336
0.589	0.776	0.655	0.146	1	1	0.207	0.767	0.192	0.391	0.359	0.684	0.308	0.76	0.197	0.338	0.285	0.177	0.547	0.215
0.199	0.762	0.21	0.237	1	1	0.157	0.192	0.247	0.383	0.19	0.718	0.17	0.16	0.188	0.192	0.265	0.212	0.202	0.245
0.835	0.738	0.264	0.276	1	1	0.224	0.373	0.408	0.218	0.484	0.356	0.214	0.183	0.347	0.159	0.267	0.209	0.425	0.226
0.643	0.829	0.186	0.176	1	0.992	0.17	0.545	0.27	0.211	0.406	0.205	0.358	0.301	0.191	0.33	0.194	0.21	0.415	0.483
0.895	0.847	0.511	0.231	1	1	0.165	0.588	0.456	0.309	0.249	0.56	0.427	0.684	0.486	0.264	0.19	0.206	0.627	0.214
0.862	0.186	0.329	0.148	1	1	0.168	0.247	0.141	0.353	0.136	0.485	0.434	0.557	0.237	0.151	0.236	0.315	0.351	0.508
0.563	0.197	0.164	0.219	1	1	0.182	0.191	0.744	0.897	0.212	0.248	0.459	0.821	0.215	0.247	0.262	0.256	0.644	0.327
0.806	0.356	0.619	0.183	1	1	0.55	0.66	0.339	0.163	0.203	0.541	0.352	0.444	0.805	0.198	0.207	0.203	0.301	0.54
0.685	0.877	0.431	0.561	1	1	0.389	0.687	0.214	0.776	0.377	0.638	0.2	0.677	0.249	0.271	0.278	0.209	0.296	0.18
0.806	0.422	0.209	0.37	1	1	0.427	0.179	0.19	0.313	0.449	0.144	0.334	0.368	0.72	0.175	0.219	0.167	0.163	0.174
0.654	0.945	0.203	0.215	1	1	0.378	0.734	0.137	0.35	0.179	0.139	0.347	0.149	0.61	0.183	0.399	0.211	0.211	0.209
0.901	0.504	0.17	0.212	1	1	0.343	0.178	0.207	0.363	0.575	0.602	0.176	0.192	0.239	0.878	0.297	0.211	0.267	0.246
0.925	0.872	0.16	0.706	0.994	1	0.263	0.299	0.426	0.595	0.201	0.19	0.651	0.176	0.369	0.561	0.168	0.223	0.329	0.235
0.982	0.213	0.685	0.3	1	0.998	0.188	0.218	0.228	0.561	0.169	0.187	0.217	0.427	0.549	0.263	0.204	0.222	0.472	0.351
0.655	0.506	0.398	0.571	1	0.99	0.252	0.291	0.181	0.355	0.239	0.891	0.303	0.162	0.23	0.327	0.587	0.204	0.639	0.377
0.954	0.355	0.204	0.455	1	1	0.217	0.558	0.319	0.508	0.375	0.248	0.186	0.411	0.27	0.693	0.286	0.382	0.616	0.263
0.878	0.768	0.163	0.2	1	1	0.48	0.42	0.182	0.214	0.754	0.211	0.17	0.326	0.496	0.7	0.279	0.188	0.213	0.555
0.948	0.625	0.229	0.249	1	0.999	0.178	0.233	0.449	0.265	0.378	0.265	0.176	0.414	0.357	0.54	0.174	0.364	0.492	0.486
0.927	0.91	0.325	0.264	1	1	0.623	0.681	0.188	0.423	0.151	0.257	0.325	0.268	0.258	0.607	0.534	0.209	0.204	0.278
1	0.773	0.222	0.811	1	1	0.269	0.246	0.227	0.337	0.163	0.188	0.278	0.568	0.635	0.135	0.217	0.776	0.519	0.155
0.895	0.563	0.486	0.247	1	1	0.393	0.488	0.204	0.184	0.36	0.51	0.258	0.662	0.668	0.46	0.209	0.179	0.318	0.383
0.934	0.997	0.221	0.181	1	1	0.396	0.178	0.536	0.252	0.18	0.293	0.544	0.585	0.223	0.571	0.456	0.154	0.275	0.244
0.72	0.993	0.366	0.43	1	0.999	0.211	0.186	0.169	0.478	0.23	0.134	0.255	0.303	0.337	0.164	0.254	0.297	0.214	0.247
