Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
1	1	1	1	0.065	0.011	0.363	0.092	0.024	0.104	0.032	0.105	0.008	0.051	0.029	0.022	0.059	0.007	0.01	0.217
0.997	1	1	1	0.066	0.012	0.077	0.045	0.035	0.053	0.017	0.04	0.01	0.026	0.014	0.061	0.058	0.066	0.008	0.013
0.993	0.999	1	1	0.043	0.031	0.013	0.017	0.041	0.007	0.021	0.052	0.016	0.012	0.038	0.007	0.015	0.078	0.063	0.062
0.992	1	1	1	0.113	0.163	0.029	0.137	0.031	0.018	0.034	0.077	0.155	0.022	0.027	0.024	0.013	0.107	0.012	0.055
1	1	0.993	1	0.058	0.009	0.019	0.018	0.014	0.071	0.017	0.143	0.034	0.113	0.188	0.015	0.134	0.083	0.028	0.045
1	1	1	1	0.078	0.02	0.063	0.019	0.085	0.521	0.048	0.026	0.065	0.023	0.012	0.224	0.091	0.019	0.098	0.08
1	0.999	1	1	0.041	0.007	0.06	0.008	0.007	0.004	0.001	0.026	0.098	0.01	0.003	0.05	0.019	0.02	0.006	0.006
0.991	0.998	1	1	0.132	0.043	0.022	0.045	0.152	0.139	0.031	0.073	0.234	0.114	0.026	0.032	0.21	0.268	0.159	0.162
1	1	1	1	0.361	0.006	0.184	0.02	0.045	0.078	0.043	0.056	0.009	0.028	0.012	0.015	0.022	0.032	0.016	0.029
1	1	1	1	0.036	0.019	0.075	0.044	0.074	0.224	0.027	0.06	0.244	0.032	0.17	0.206	0.183	0.062	0.018	0.068
1	0.997	1	1	0.067	0.018	0.032	0.021	0.053	0.391	0.032	0.015	0.029	0.075	0.119	0.052	0.015	0.058	0.105	0.128
1	1	1	1	0.442	0.027	0.053	0.071	0.175	0.064	0.221	0.073	0.016	0.25	0.053	0.335	0.14	0.023	0.089	0.037
1	0.999	1	1	0.105	0.043	0.03	0.011	0.052	0.063	0.014	0.036	0.163	0.043	0.024	0.322	0.011	0.03	0.014	0.011
0.999	1	1	1	0.043	0.029	0.063	0.038	0.009	0.048	0.085	0.063	0.021	0.06	0.184	0.009	0.277	0.04	0.007	0.051
1	1	1	1	0.007	0.055	0.021	0.006	0.051	0.036	0.006	0.01	0.01	0.042	0.017	0.011	0.095	0.005	0.017	0.023
1	1	1	1	0.008	0.009	0.051	0.037	0.036	0.011	0.02	0.029	0.011	0.008	0.093	0.008	0.017	0.007	0.011	0.017
1	1	1	1	0.015	0.021	0.216	0.013	0.014	0.083	0.015	0.014	0.009	0.176	0.008	0.011	0.01	0.007	0.016	0.026
1	0.999	1	1	0.021	0.088	0.086	0.024	0.013	0.042	0.017	0.037	0.029	0.043	0.318	0.02	0.219	0.048	0.022	0.584
1	1	1	1	0.288	0.012	0.02	0.022	0.286	0.16	0.016	0.052	0.072	0.016	0.022	0.018	0.09	0.019	0.013	0.15
1	1	1	1	0.174	0.019	0.137	0.076	0.177	0.12	0.048	0.028	0.018	0.394	0.036	0.175	0.02	0.15	0.033	0.014
1	1	1	1	0.029	0.024	0.019	0.028	0.212	0.544	0.058	0.006	0.069	0.054	0.368	0.02	0.026	0.029	0.063	0.019
1	1	0.999	1	0.016	0.319	0.013	0.036	0.026	0.028	0.224	0.104	0.158	0.055	0.023	0.018	0.005	0.018	0.019	0.042
1	0.891	1	1	0.008	0.014	0.011	0.083	0.017	0.03	0.007	0.028	0.013	0.012	0.033	0.011	0.063	0.091	0.013	0.014
1	1	1	1	0.022	0.061	0.065	0.151	0.044	0.111	0.024	0.022	0.097	0.518	0.009	0.023	0.011	0.028	0.014	0.013
1	1	1	1	0.027	0.023	0.104	0.104	0.107	0.18	0.034	0.025	0.044	0.319	0.026	0.055	0.084	0.023	0.024	0.048
1	1	1	1	0.165	0.013	0.153	0.05	0.08	0.144	0.232	0.031	0.013	0.104	0.164	0.179	0.024	0.014	0.034	0.024
1	0.993	1	1	0.027	0.009	0.013	0.027	0.011	0.021	0.014	0.009	0.007	0.005	0.02	0.014	0.007	0.023	0.024	0.004
1	1	1	1	0.029	0.017	0.023	0.017	0.011	0.082	0.021	0.007	0.018	0.108	0.114	0.024	0.027	0.041	0.186	0.07
1	1	1	1	0.02	0.064	0.033	0.018	0.017	0.028	0.032	0.014	0.012	0.091	0.066	0.011	0.011	0.023	0.077	0.069
1	1	1	1	0.026	0.041	0.11	0.029	0.008	0.171	0.034	0.134	0.005	0.022	0.031	0.05	0.057	0.022	0.07	0.02
1	1	1	1	0.009	0.223	0.03	0.016	0.017	0.115	0.008	0.089	0.016	0.029	0.05	0.144	0.009	0.028	0.058	0.093
1	1	1	1	0.097	0.044	0.103	0.018	0.023	0.027	0.03	0.059	0.018	0.04	0.014	0.011	0.019	0.013	0.326	0.125
0.996	1	1	1	0.02	0.018	0.02	0.259	0.025	0.006	0.015	0.028	0.034	0.179	0.011	0.027	0.024	0.082	0.018	0.028
1	1	1	1	0.05	0.012	0.018	0.01	0.009	0.274	0.032	0.029	0.102	0.001	0.044	0.18	0.238	0.021	0.062	0.103
0.986	1	1	1	0.152	0.026	0.012	0.016	0.011	0.025	0.044	0.031	0.163	0.047	0.082	0.02	0.228	0.197	0.135	0.093
1	1	1	0.999	0.081	0.011	0.073	0.013	0.039	0.107	0.029	0.166	0.013	0.031	0.088	0.037	0.028	0.03	0.014	0.086
1	1	1	1	0.086	0.058	0.023	0.4	0.028	0.117	0.164	0.013	0.028	0.044	0.331	0.014	0.131	0.032	0.193	0.068
1	0.998	1	1	0.147	0.048	0.013	0.018	0.132	0.047	0.019	0.014	0.021	0.007	0.063	0.432	0.036	0.03	0.01	0.039
1	1	1	1	0.033	0.011	0.022	0.006	0.01	0.052	0.01	0.069	0.161	0.17	0.02	0.348	0.012	0.028	0.025	0.065
1	1	1	1	0.061	0.061	0.106	0.087	0.314	0.012	0.078	0.018	0.015	0.009	0.033	0.023	0.028	0.066	0.05	0.022
0.998	1	0.972	1	0.111	0.016	0.07	0.161	0.011	0.061	0.071	0.021	0.029	0.009	0.11	0.018	0.024	0.123	0.046	0.02
1	1	1	0.993	0.037	0.083	0.027	0.028	0.06	0.032	0.119	0.065	0.028	0.026	0.172	0.014	0.105	0.045	0.034	0.04
1	1	1	1	0.058	0.022	0.013	0.009	0.009	0.056	0.004	0.045	0.055	0.061	0.016	0.014	0.007	0.132	0.021	0.02
1	1	1	1	0.091	0.041	0.01	0.018	0.077	0.036	0.092	0.038	0.014	0.008	0.036	0.019	0.077	0.025	0.025	0.039
1	1	0.999	1	0.096	0.027	0.053	0.258	0.186	0.501	0.063	0.086	0.033	0.084	0.035	0.064	0.086	0.076	0.025	0.04
1	1	1	1	0.044	0.005	0.004	0.005	0.044	0.015	0.016	0.02	0.013	0.013	0.016	0.015	0.026	0.13	0.01	0.012
1	1	1	1	0.027	0.037	0.094	0.244	0.021	0.011	0.129	0.081	0.03	0.016	0.011	0.018	0.01	0.016	0.034	0.054
1	1	1	1	0.019	0.009	0.012	0.062	0.044	0.086	0.053	0.041	0.016	0.074	0.187	0.022	0.074	0.025	0.017	0.014
1	1	1	1	0.084	0.071	0.087	0.042	0.044	0.019	0.174	0.041	0.085	0.055	0.025	0.023	0.066	0.175	0.017	0.041
1	1	1	0.999	0.018	0.065	0.048	0.026	0.11	0.084	0.016	0.051	0.061	0.017	0.041	0.013	0.019	0.087	0.022	0.008
1	0.999	1	1	0.015	0.011	0.072	0.048	0.016	0.016	0.014	0.011	0.092	0.11	0.005	0.166	0.012	0.129	0.032	0.028
1	0.997	1	1	0.092	0.048	0.06	0.242	0.017	0.029	0.057	0.093	0.015	0.143	0.044	0.03	0.014	0.008	0.068	0.084
1	1	1	1	0.098	0.065	0.032	0.071	0.047	0.069	0.011	0.397	0.029	0.129	0.024	0.485	0.103	0.053	0.029	0.018
1	0.996	1	1	0.089	0.049	0.015	0.012	0.007	0.016	0.076	0.011	0.015	0.013	0.127	0.011	0.02	0.009	0.056	0.014
1	1	1	1	0.229	0.079	0.086	0.163	0.057	0.199	0.044	0.121	0.131	0.024	0.03	0.154	0.021	0.264	0.129	0.239
1	1	1	0.999	0.049	0.019	0.029	0.018	0.049	0.007	0.006	0.009	0.056	0.022	0.046	0.019	0.072	0.013	0.009	0.006
1	1	1	1	0.089	0.037	0.023	0.015	0.084	0.021	0.017	0.081	0.011	0.02	0.006	0.444	0.3	0.048	0.021	0.005
1	1	1	1	0.03	0.183	0.066	0.041	0.102	0.033	0.012	0.023	0.201	0.009	0.051	0.016	0.031	0.023	0.052	0.035
1	1	1	1	0.022	0.013	0.026	0.027	0.16	0.055	0.03	0.148	0.083	0.023	0.041	0.096	0.026	0.134	0.375	0.14
0.991	1	1	1	0.016	0.017	0.055	0.05	0.025	0.055	0.019	0.04	0.499	0.038	0.205	0.031	0.047	0.188	0.042	0.022
1	1	1	1	0.13	0.729	0.093	0.332	0.378	0.09	0.32	0.301	0.053	0.035	0.147	0.156	0.232	0.283	0.22	0.052
1	1	1	1	0.012	0.012	0.009	0.005	0.003	0.011	0.026	0.025	0.116	0.009	0.005	0.01	0.003	0.022	0.024	0.05
1	1	0.938	1	0.065	0.21	0.01	0.008	0.12	0.116	0.012	0.024	0.055	0.019	0.019	0.021	0.011	0.017	0.064	0.087
1	1	1	1	0.297	0.173	0.023	0.066	0.068	0.076	0.027	0.075	0.072	0.021	0.15	0.019	0.089	0.463	0.342	0.034
1	1	1	1	0.03	0.159	0.079	0.037	0.039	0.043	0.158	0.035	0.057	0.06	0.365	0.244	0.395	0.113	0.031	0.342
0.998	1	1	1	0.065	0.022	0.063	0.352	0.03	0.013	0.13	0.034	0.027	0.043	0.017	0.019	0.035	0.148	0.091	0.017
1	1	1	1	0.26	0.03	0.049	0.057	0.395	0.484	0.05	0.015	0.795	0.574	0.135	0.059	0.303	0.386	0.076	0.104
1	1	1	1	0.056	0.023	0.084	0.041	0.023	0.018	0.07	0.033	0.277	0.037	0.418	0.09	0.032	0.014	0.068	0.032
1	1	1	1	0.047	0.062	0.031	0.021	0.071	0.162	0.112	0.07	0.168	0.02	0.096	0.161	0.024	0.053	0.038	0.016
1	1	1	1	0.053	0.08	0.02	0.026	0.124	0.151	0.037	0.059	0.096	0.043	0.023	0.273	0.117	0.113	0.036	0.159
1	1	1	1	0.094	0.061	0.021	0.079	0.419	0.128	0.051	0.212	0.115	0.035	0.373	0.167	0.124	0.075	0.085	0.069
1	1	1	1	0.01	0.015	0.003	0.009	0.028	0.011	0.023	0.019	0.048	0.121	0.012	0.029	0.012	0.011	0.013	0.024
0.999	0.995	1	1	0.175	0.014	0.028	0.012	0.022	0.108	0.02	0.218	0.285	0.081	0.427	0.036	0.011	0.06	0.078	0.022
1	1	1	1	0.015	0.007	0.008	0.013	0.002	0.002	0.052	0.006	0.002	0.008	0.016	0.026	0.018	0.008	0.007	0.01
1	1	1	1	0.031	0.02	0.037	0.015	0.031	0.059	0.052	0.01	0.012	0.147	0.307	0.011	0.096	0.068	0.009	0.084
1	1	1	1	0.394	0.022	0.023	0.064	0.076	0.026	0.158	0.021	0.04	0.024	0.132	0.126	0.041	0.065	0.122	0.023
1	1	1	1	0.016	0.025	0.05	0.052	0.131	0.27	0.212	0.012	0.155	0.089	0.029	0.137	0.031	0.012	0.187	0.549
1	1	1	1	0.096	0.026	0.111	0.18	0.017	0.016	0.01	0.068	0.015	0.024	0.011	0.005	0.036	0.024	0.024	0.066
1	1	0.997	1	0.01	0.008	0.045	0.047	0.017	0.014	0.144	0.047	0.053	0.008	0.024	0.009	0.021	0.03	0.019	0.009
1	1	1	1	0.024	0.018	0.02	0.065	0.021	0.063	0.026	0.081	0.036	0.018	0.075	0.007	0.063	0.068	0.125	0.191
1	1	1	1	0.074	0.041	0.026	0.094	0.036	0.103	0.219	0.031	0.023	0.053	0.262	0.035	0.019	0.092	0.023	0.224
1	1	1	1	0.199	0.039	0.054	0.055	0.025	0.019	0.074	0.056	0.091	0.017	0.113	0.032	0.04	0.04	0.239	0.079
1	1	1	1	0.078	0.015	0.019	0.059	0.04	0.027	0.016	0.008	0.027	0.07	0.012	0.021	0.038	0.112	0.032	0.012
1	1	1	1	0.041	0.015	0.088	0.177	0.021	0.529	0.055	0.009	0.278	0.037	0.012	0.021	0.046	0.027	0.011	0.014
0.999	1	1	1	0.01	0.008	0.044	0.045	0.01	0.006	0.009	0.017	0.003	0.031	0.061	0.007	0.017	0.004	0.02	0.013
1	1	1	1	0.008	0.013	0.021	0.004	0.015	0.008	0.066	0.049	0.012	0.018	0.017	0.061	0.008	0.014	0.01	0.03
1	1	1	1	0.2	0.024	0.074	0.025	0.148	0.037	0.027	0.014	0.08	0.147	0.106	0.033	0.018	0.169	0.036	0.066
1	1	1	1	0.061	0.007	0.025	0.01	0.019	0.03	0.027	0.006	0.012	0.136	0.042	0.03	0.012	0.014	0.022	0.03
1	1	1	1	0.092	0.613	0.019	0.023	0.017	0.184	0.027	0.022	0.069	0.094	0.038	0.017	0.053	0.294	0.03	0.021
1	1	1	0.999	0.018	0.009	0.013	0.047	0.008	0.019	0.042	0.21	0.016	0.004	0.02	0.011	0.013	0.037	0.006	0.022
1	1	0.996	1	0.015	0.104	0.025	0.086	0.287	0.025	0.027	0.189	0.05	0.019	0.187	0.3	0.039	0.098	0.049	0.032
1	1	1	1	0.131	0.291	0.078	0.063	0.179	0.243	0.108	0.238	0.024	0.075	0.112	0.258	0.049	0.025	0.087	0.042
1	0.999	1	1	0.104	0.061	0.018	0.013	0.04	0.052	0.014	0.235	0.037	0.018	0.015	0.023	0.506	0.012	0.323	0.014
1	1	1	1	0.021	0.011	0.034	0.021	0.026	0.105	0.014	0.142	0.015	0.064	0.011	0.026	0.114	0.07	0.008	0.007
1	1	1	1	0.118	0.548	0.49	0.098	0.096	0.123	0.143	0.744	0.044	0.12	0.097	0.056	0.391	0.664	0.157	0.123
1	1	1	0.998	0.013	0.012	0.042	0.026	0.021	0.265	0.024	0.088	0.016	0.039	0.19	0.009	0.035	0.244	0.039	0.106
1	1	1	1	0.024	0.005	0.029	0.007	0.01	0.095	0.02	0.012	0.024	0.049	0.091	0.159	0.045	0.003	0.015	0.045
1	1	1	1	0.066	0.313	0.202	0.085	0.024	0.101	0.028	0.14	0.034	0.031	0.055	0.039	0.029	0.063	0.063	0.029
1	1	1	1	0.018	0.051	0.006	0.045	0.008	0.022	0.071	0.012	0.119	0.047	0.016	0.025	0.013	0.007	0.077	0.029
1	0.983	1	1	0.183	0.022	0.145	0.022	0.031	0.022	0.04	0.044	0.043	0.016	0.438	0.124	0.123	0.026	0.057	0.023
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
