Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
0.332	0.57	1	1	0.093	0.021	0.495	0.124	0.037	0.144	0.064	0.167	0.02	0.078	0.04	0.036	0.098	0.012	0.019	0.321
0.117	0.146	1	1	0.114	0.025	0.114	0.062	0.047	0.088	0.024	0.055	0.023	0.032	0.028	0.097	0.084	0.086	0.012	0.025
0.093	0.141	0.999	1	0.055	0.042	0.019	0.021	0.058	0.018	0.029	0.07	0.024	0.023	0.057	0.016	0.027	0.101	0.068	0.079
0.092	0.686	1	1	0.17	0.22	0.047	0.2	0.037	0.029	0.036	0.117	0.199	0.035	0.039	0.034	0.033	0.157	0.021	0.074
0.881	0.821	0.998	1	0.124	0.03	0.033	0.033	0.028	0.133	0.036	0.227	0.062	0.206	0.299	0.036	0.208	0.142	0.059	0.072
0.209	0.503	1	1	0.143	0.04	0.111	0.043	0.12	0.638	0.091	0.039	0.123	0.035	0.023	0.304	0.145	0.023	0.163	0.122
0.428	0.232	1	1	0.047	0.012	0.088	0.015	0.008	0.004	0	0.047	0.148	0.019	0.005	0.067	0.022	0.043	0.007	0.011
0.036	0.031	1	1	0.152	0.053	0.031	0.049	0.169	0.14	0.034	0.09	0.245	0.117	0.04	0.03	0.215	0.263	0.163	0.165
0.901	0.639	1	1	0.604	0.02	0.313	0.04	0.076	0.134	0.074	0.073	0.021	0.059	0.021	0.034	0.051	0.06	0.03	0.047
0.878	0.467	1	1	0.056	0.04	0.107	0.071	0.145	0.349	0.048	0.089	0.38	0.056	0.244	0.312	0.276	0.11	0.029	0.105
0.329	0.121	1	1	0.091	0.031	0.052	0.031	0.065	0.453	0.05	0.026	0.045	0.097	0.144	0.068	0.023	0.087	0.144	0.185
0.113	0.408	1	1	0.467	0.043	0.07	0.097	0.212	0.09	0.266	0.097	0.018	0.296	0.069	0.385	0.165	0.035	0.118	0.048
0.713	0.185	1	1	0.144	0.051	0.048	0.02	0.099	0.104	0.028	0.066	0.245	0.069	0.038	0.44	0.016	0.062	0.025	0.022
0.136	0.145	1	0.997	0.05	0.042	0.073	0.061	0.012	0.06	0.101	0.076	0.031	0.067	0.209	0.011	0.297	0.045	0.012	0.064
0.734	0.821	1	1	0.032	0.129	0.053	0.025	0.112	0.068	0.021	0.031	0.027	0.093	0.035	0.032	0.193	0.017	0.041	0.058
0.792	0.533	1	1	0.024	0.023	0.132	0.079	0.077	0.023	0.045	0.069	0.03	0.021	0.17	0.025	0.054	0.02	0.04	0.051
0.543	0.586	1	1	0.038	0.056	0.317	0.023	0.03	0.126	0.033	0.026	0.03	0.271	0.023	0.024	0.028	0.023	0.031	0.064
0.969	0.185	1	1	0.033	0.148	0.129	0.036	0.02	0.044	0.034	0.052	0.052	0.065	0.398	0.042	0.302	0.067	0.036	0.69
0.446	0.774	1	1	0.379	0.036	0.048	0.04	0.368	0.219	0.028	0.087	0.137	0.037	0.044	0.035	0.148	0.042	0.031	0.216
0.764	0.763	1	1	0.241	0.037	0.206	0.147	0.285	0.181	0.071	0.054	0.036	0.529	0.067	0.26	0.029	0.24	0.05	0.029
0.563563563563564	0.696696696696697	1	1	0.041041041041041	0.0530530530530531	0.039039039039039	0.047047047047047	0.321321321321321	0.67967967967968	0.106106106106106	0.011011011011011	0.118118118118118	0.0970970970970971	0.476476476476476	0.042042042042042	0.047047047047047	0.049049049049049	0.133133133133133	0.043043043043043
0.906	0.796	1	1	0.026	0.488	0.026	0.061	0.051	0.05	0.351	0.16	0.242	0.097	0.041	0.027	0.02	0.033	0.032	0.076
0.206	0.018	1	1	0.013	0.031	0.02	0.12	0.024	0.044	0.02	0.041	0.018	0.022	0.055	0.012	0.075	0.134	0.045	0.016
0.518	0.856	1	1	0.052	0.069	0.117	0.207	0.055	0.164	0.036	0.036	0.164	0.645	0.021	0.036	0.023	0.04	0.026	0.029
0.953	0.909	1	1	0.059	0.043	0.172	0.167	0.157	0.282	0.061	0.049	0.069	0.465	0.044	0.115	0.142	0.041	0.038	0.08
0.916	0.934	1	1	0.18	0.022	0.164	0.058	0.105	0.196	0.31	0.039	0.021	0.141	0.227	0.258	0.029	0.017	0.038	0.036
