Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
0.999	1	1	1	0.016	0.056	0.434	0.098	0.029	0.123	0.026	0.149	0.016	0.066	0.02	0.02	0.073	0.008	0.012	0.299
0.999	1	1	1	0.031	0.025	0.083	0.05	0.038	0.075	0.018	0.038	0.01	0.022	0.016	0.06	0.057	0.075	0.008	0.02
0.999	0.999	1	1	0.055	0.023	0.008	0.016	0.033	0.009	0.018	0.053	0.018	0.009	0.035	0.009	0.011	0.087	0.053	0.067
0.999	1	1	1	0.134	0.185	0.032	0.124	0.032	0.014	0.034	0.092	0.147	0.021	0.028	0.027	0.017	0.154	0.016	0.062
1	1	0.99	1	0.086	0.013	0.019	0.023	0.017	0.076	0.021	0.15	0.042	0.126	0.186	0.016	0.136	0.086	0.031	0.042
1	1	1	1	0.055	0.031	0.07	0.026	0.077	0.481	0.042	0.021	0.067	0.023	0.017	0.186	0.076	0.016	0.082	0.073
1	1	1	1	0.282	0.01	0.045	0.023	0.006	0.003	0.002	0.013	0.092	0.015	0.003	0.041	0.015	0.035	0.015	0.003
1	1	1	1	0.08	0.06	0.024	0.035	0.128	0.132	0.018	0.041	0.162	0.079	0.029	0.028	0.215	0.17	0.077	0.117
1	1	1	1	0.323	0.008	0.2	0.018	0.039	0.078	0.052	0.049	0.008	0.038	0.011	0.013	0.028	0.034	0.013	0.022
1	1	1	0.999	0.025	0.015	0.062	0.027	0.078	0.222	0.026	0.055	0.209	0.035	0.173	0.202	0.18	0.071	0.018	0.062
1	1	1	1	0.107	0.027	0.032	0.022	0.042	0.336	0.034	0.018	0.033	0.086	0.078	0.035	0.009	0.071	0.098	0.114
1	1	1	1	0.428	0.026	0.052	0.064	0.176	0.063	0.211	0.077	0.017	0.261	0.044	0.323	0.136	0.022	0.08	0.031
1	0.999	1	1	0.066	0.019	0.026	0.006	0.065	0.059	0.013	0.045	0.152	0.043	0.022	0.35	0.011	0.027	0.013	0.01
1	1	1	0.999	0.133	0.123	0.057	0.03	0.011	0.05	0.109	0.091	0.032	0.089	0.308	0.012	0.345	0.045	0.008	0.052
1	1	1	1	0.003	0.048	0.022	0.008	0.057	0.043	0.008	0.012	0.009	0.044	0.016	0.008	0.095	0.009	0.016	0.02
1	1	1	0.999	0.022	0.059	0.065	0.033	0.031	0.011	0.025	0.029	0.011	0.011	0.122	0.014	0.019	0.006	0.015	0.02
1	1	1	1	0.01	0.066	0.303	0.018	0.021	0.087	0.019	0.013	0.013	0.207	0.017	0.014	0.021	0.011	0.016	0.034
1	1	1	1	0.017	0.083	0.083	0.031	0.015	0.031	0.018	0.033	0.026	0.046	0.306	0.015	0.221	0.039	0.021	0.595
1	1	1	1	0.208	0.019	0.034	0.02	0.262	0.131	0.009	0.051	0.068	0.016	0.02	0.017	0.077	0.028	0.012	0.113
1	1	1	1	0.128	0.016	0.149	0.109	0.209	0.119	0.04	0.029	0.021	0.41	0.035	0.168	0.021	0.203	0.025	0.016
1	1	1	1	0.017	0.023	0.021	0.028	0.224	0.548	0.061	0.006	0.071	0.056	0.396	0.018	0.026	0.027	0.077	0.018
1	1	0.999	1	0.012	0.277	0.015	0.034	0.029	0.036	0.227	0.103	0.168	0.06	0.018	0.013	0.009	0.012	0.017	0.04
1	0.956	1	1	0.008	0.006	0.01	0.047	0.014	0.024	0.01	0.026	0.01	0.01	0.044	0.009	0.049	0.054	0.014	0.008
1	1	1	1	0.02	0.103	0.074	0.17	0.045	0.111	0.025	0.031	0.113	0.502	0.006	0.031	0.016	0.031	0.017	0.018
1	1	1	1	0.013	0.015	0.119	0.086	0.103	0.18	0.036	0.028	0.04	0.33	0.019	0.049	0.063	0.021	0.021	0.05
1	1	1	1	0.044	0.008	0.108	0.044	0.07	0.119	0.17	0.023	0.016	0.083	0.142	0.193	0.013	0.007	0.025	0.034
1	0.998	1	1	0.038	0.005	0.011	0.019	0.012	0.016	0.009	0.013	0.008	0.003	0.026	0.013	0.006	0.02	0.021	0.003
1	1	1	1	0.048	0.061	0.025	0.019	0.013	0.089	0.019	0.003	0.022	0.104	0.12	0.027	0.028	0.033	0.185	0.06
1	1	1	1	0.021	0.072	0.03	0.016	0.014	0.03	0.031	0.013	0.01	0.086	0.065	0.01	0.016	0.021	0.079	0.068
1	1	1	1	0.012	0.009	0.09	0.03	0.008	0.166	0.026	0.134	0.011	0.022	0.025	0.039	0.063	0.021	0.068	0.024
1	1	1	1	0.037	0.068	0.027	0.016	0.02	0.128	0.009	0.067	0.014	0.036	0.055	0.193	0.008	0.022	0.043	0.052
1	1	1	1	0.086	0.04	0.09	0.019	0.021	0.025	0.038	0.06	0.014	0.043	0.014	0.009	0.019	0.01	0.324	0.124
0.998	1	1	1	0.03	0.019	0.031	0.248	0.022	0.009	0.012	0.026	0.036	0.165	0.015	0.027	0.025	0.085	0.019	0.033
1	1	1	1	0.042	0.012	0.015	0.014	0.013	0.265	0.028	0.028	0.115	0.002	0.048	0.177	0.219	0.03	0.062	0.109
0.987	1	1	1	0.087	0.064	0.012	0.006	0.013	0.018	0.044	0.032	0.142	0.041	0.071	0.02	0.219	0.168	0.122	0.091
1	1	1	0.999	0.093	0.056	0.08	0.016	0.03	0.118	0.02	0.167	0.007	0.031	0.129	0.034	0.024	0.035	0.017	0.105
1	1	1	1	0.066	0.05	0.026	0.397	0.028	0.105	0.143	0.01	0.028	0.035	0.324	0.009	0.124	0.026	0.175	0.062
1	0.999	1	1	0.199	0.026	0.017	0.016	0.118	0.032	0.017	0.02	0.016	0.01	0.057	0.434	0.026	0.024	0.01	0.039
1	1	1	1	0.029	0.014	0.025	0.004	0.011	0.047	0.005	0.062	0.147	0.155	0.015	0.328	0.011	0.034	0.025	0.053
1	1	1	1	0.099	0.044	0.102	0.074	0.309	0.011	0.061	0.012	0.019	0.012	0.022	0.012	0.024	0.053	0.047	0.019
0.996	1	0.97	1	0.129	0.016	0.076	0.194	0.015	0.057	0.07	0.03	0.027	0.013	0.116	0.023	0.028	0.149	0.034	0.028
1	1	1	0.992	0.018	0.01	0.029	0.019	0.055	0.026	0.1	0.045	0.052	0.02	0.262	0.012	0.119	0.024	0.039	0.025
1	1	1	1	0.053	0.017	0.012	0.012	0.006	0.057	0.007	0.044	0.05	0.067	0.02	0.014	0.01	0.127	0.026	0.023
1	1	1	1	0.07	0.062	0.011	0.018	0.09	0.041	0.096	0.044	0.015	0.007	0.032	0.019	0.077	0.02	0.023	0.036
1	1	1	1	0.077	0.02	0.047	0.261	0.185	0.481	0.069	0.091	0.038	0.077	0.032	0.061	0.09	0.095	0.016	0.039
1	1	1	1	0.014	0.009	0.01	0.004	0.049	0.027	0.019	0.032	0.012	0.01	0.02	0.014	0.031	0.108	0.013	0.014
1	1	1	1	0.028	0.023	0.1	0.235	0.019	0.015	0.128	0.094	0.028	0.015	0.012	0.026	0.018	0.019	0.035	0.052
1	1	1	1	0.01	0.019	0.015	0.059	0.041	0.078	0.058	0.044	0.017	0.08	0.233	0.021	0.051	0.024	0.017	0.021
1	1	1	1	0.117	0.113	0.097	0.044	0.038	0.017	0.172	0.036	0.074	0.059	0.021	0.025	0.063	0.197	0.022	0.041
1	1	1	0.996	0.019	0.066	0.052	0.025	0.103	0.1	0.021	0.059	0.064	0.022	0.045	0.013	0.02	0.09	0.023	0.014
1	0.999	0.999	1	0.016	0.007	0.084	0.05	0.016	0.027	0.014	0.016	0.092	0.114	0.007	0.145	0.009	0.129	0.027	0.031
1	0.996	1	1	0.053	0.142	0.054	0.263	0.015	0.029	0.06	0.09	0.027	0.112	0.031	0.032	0.02	0.013	0.067	0.088
1	1	1	1	0.166	0.043	0.032	0.066	0.052	0.066	0.017	0.395	0.031	0.108	0.031	0.478	0.096	0.052	0.03	0.016
1	1	1	1	0.158	0.011	0.013	0.014	0.012	0.019	0.082	0.019	0.016	0.014	0.103	0.017	0.017	0.008	0.073	0.016
1	1	1	1	0.196	0.106	0.071	0.145	0.045	0.18	0.036	0.134	0.146	0.032	0.026	0.154	0.024	0.263	0.111	0.206
1	1	1	1	0.049	0.014	0.026	0.021	0.049	0.004	0.006	0.011	0.068	0.02	0.042	0.015	0.085	0.008	0.009	0.008
1	1	1	1	0.065	0.039	0.022	0.018	0.069	0.024	0.016	0.081	0.012	0.016	0.008	0.387	0.314	0.039	0.023	0.01
1	1	1	1	0.007	0.092	0.069	0.039	0.091	0.02	0.01	0.013	0.189	0.012	0.064	0.011	0.023	0.022	0.037	0.046
1	1	1	1	0.028	0.034	0.02	0.029	0.179	0.047	0.025	0.192	0.083	0.027	0.037	0.107	0.026	0.126	0.369	0.173
0.999	1	1	0.999	0.015	0.01	0.048	0.048	0.019	0.051	0.012	0.024	0.371	0.018	0.183	0.02	0.028	0.181	0.023	0.014
1	1	1	1	0.302	0.553	0.087	0.255	0.373	0.113	0.301	0.301	0.071	0.027	0.201	0.167	0.193	0.239	0.25	0.049
1	1	1	1	0.006	0.016	0.016	0.005	0.005	0.009	0.038	0.018	0.124	0.012	0.003	0.007	0.004	0.017	0.013	0.043
1	1	0.946	1	0.071	0.196	0.008	0.008	0.11	0.102	0.017	0.018	0.055	0.022	0.012	0.022	0.013	0.016	0.065	0.082
1	1	1	1	0.302	0.16	0.02	0.066	0.072	0.066	0.023	0.063	0.06	0.015	0.131	0.014	0.084	0.447	0.351	0.033
1	1	1	1	0.031	0.122	0.066	0.046	0.044	0.042	0.171	0.033	0.043	0.068	0.342	0.244	0.427	0.12	0.028	0.337
1	1	1	0.999	0.099	0.016	0.069	0.351	0.027	0.022	0.133	0.021	0.027	0.051	0.019	0.022	0.03	0.14	0.084	0.014
1	1	1	1	0.385	0.021	0.083	0.051	0.372	0.489	0.047	0.016	0.776	0.557	0.123	0.058	0.302	0.394	0.069	0.101
