Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
1	1	1	1	0.492	0.174	0.735	0.313	0.163	0.341	0.231	0.485	0.077	0.254	0.195	0.133	0.247	0.086	0.085	0.598
1	1	1	1	0.491	0.194	0.372	0.297	0.187	0.309	0.196	0.213	0.118	0.16	0.163	0.397	0.296	0.3	0.092	0.184
0.999	1	1	1	0.194	0.232	0.088	0.116	0.162	0.11	0.119	0.185	0.113	0.105	0.174	0.098	0.129	0.297	0.219	0.242
1	1	0.995	1	0.586	0.508	0.148	0.46	0.176	0.11	0.152	0.248	0.473	0.175	0.142	0.14	0.098	0.375	0.107	0.167
1	1	0.997	1	0.416	0.192	0.178	0.169	0.181	0.3	0.159	0.488	0.227	0.511	0.515	0.176	0.439	0.347	0.19	0.234
1	1	1	1	0.405	0.188	0.223	0.177	0.209	0.88	0.375	0.136	0.469	0.106	0.094	0.551	0.269	0.124	0.451	0.231
1	1	1	1	0.404	0.101	0.287	0.091	0.096	0.043	0.044	0.199	0.337	0.072	0.073	0.349	0.118	0.194	0.056	0.1
0.997	1	1	1	0.514	0.13	0.082	0.215	0.433	0.347	0.127	0.282	0.534	0.31	0.098	0.091	0.482	0.51	0.389	0.421
1	1	1	1	0.817	0.138	0.546	0.206	0.22	0.222	0.2	0.179	0.113	0.18	0.117	0.126	0.169	0.171	0.137	0.152
1	1	1	1	0.254	0.17	0.294	0.329	0.333	0.691	0.156	0.223	0.674	0.177	0.359	0.582	0.527	0.278	0.137	0.352
1	1	1	1	0.266	0.223	0.2	0.124	0.173	0.745	0.294	0.153	0.146	0.262	0.334	0.253	0.123	0.275	0.327	0.522
1	1	1	1	0.8	0.304	0.173	0.217	0.378	0.195	0.462	0.192	0.078	0.49	0.255	0.67	0.307	0.109	0.251	0.137
1	1	1	1	0.453	0.352	0.272	0.173	0.416	0.311	0.184	0.272	0.698	0.259	0.242	0.829	0.166	0.259	0.156	0.179
1	1	1	0.999	0.33	0.315	0.214	0.197	0.098	0.277	0.327	0.324	0.128	0.26	0.634	0.079	0.799	0.19	0.153	0.25
