Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
0.993	0.798	0.3	0.825	1	1	0.5	0.315	0.335	0.307	0.721	0.42	0.285	0.538	0.446	0.536	0.434	0.42	0.412	0.285
0.985	0.684	0.81	0.677	1	1	0.505	0.821	0.81	0.645	0.626	0.613	0.57	0.799	0.519	0.539	0.466	0.8	0.54	0.706
0.952	0.829	0.555	0.44	1	1	0.462	0.6	0.724	0.36	0.541	0.413	0.957	0.956	0.497	0.793	0.622	0.636	0.855	0.551
0.663	0.937	0.644	0.589	1	0.994	0.562	0.563	0.499	0.563	0.702	0.507	0.886	0.542	0.468	0.648	0.745	0.516	0.524	0.604
0.88	0.541	0.391	0.473	1	1	0.41	0.449	0.43	0.458	0.573	0.562	0.515	0.709	0.424	0.582	0.622	0.497	0.421	0.603
0.752	0.893	0.957	0.524	1	0.998	0.735	0.565	0.563	0.878	0.939	0.529	0.84	0.77	0.767	0.844	0.609	0.811	0.899	0.632
0.724	0.834	0.807	0.382	1	1	0.447	0.861	0.389	0.577	0.561	0.788	0.519	0.88	0.428	0.54	0.485	0.397	0.717	0.443
0.524	0.903	0.561	0.564	1	1	0.488	0.549	0.544	0.674	0.502	0.863	0.511	0.492	0.512	0.563	0.601	0.538	0.527	0.545
0.947	0.909	0.561	0.549	1	1	0.527	0.659	0.74	0.549	0.759	0.634	0.532	0.509	0.609	0.479	0.591	0.533	0.774	0.533
0.876	0.951	0.544	0.57	1	0.999	0.513	0.832	0.605	0.625	0.721	0.575	0.715	0.616	0.576	0.627	0.575	0.6	0.724	0.795
0.968	0.95	0.761	0.528	1	1	0.481	0.807	0.712	0.58	0.574	0.777	0.662	0.847	0.768	0.518	0.443	0.506	0.819	0.513
0.967	0.525	0.61	0.44	1	1	0.49	0.534	0.483	0.666	0.465	0.738	0.666	0.796	0.531	0.465	0.533	0.631	0.671	0.78
0.831	0.543	0.507	0.542	1	1	0.488	0.482	0.898	0.975	0.54	0.567	0.738	0.933	0.537	0.572	0.592	0.58	0.9	0.654
0.931	0.611	0.845	0.475	1	1	0.783	0.868	0.62	0.502	0.506	0.794	0.657	0.7	0.919	0.528	0.502	0.506	0.599	0.73
0.872	0.958	0.708	0.8	1	1	0.709	0.891	0.564	0.942	0.718	0.87	0.52	0.915	0.57	0.682	0.636	0.564	0.587	0.537
0.917	0.667	0.442	0.592	1	1	0.629	0.44	0.493	0.616	0.67	0.389	0.595	0.591	0.887	0.411	0.498	0.415	0.402	0.425
0.882	0.994	0.565	0.546	1	1	0.662	0.894	0.488	0.671	0.53	0.451	0.649	0.518	0.857	0.536	0.697	0.531	0.565	0.566
0.964	0.693	0.491	0.498	1	1	0.598	0.448	0.508	0.582	0.791	0.785	0.486	0.505	0.501	0.932	0.604	0.506	0.544	0.514
0.973	0.959	0.512	0.884	1	1	0.573	0.585	0.712	0.833	0.56	0.53	0.859	0.534	0.633	0.798	0.506	0.545	0.63	0.579
0.999	0.574	0.898	0.639	1	1	0.564	0.607	0.631	0.843	0.495	0.591	0.589	0.729	0.823	0.595	0.586	0.542	0.813	0.699
0.837	0.745	0.727	0.797	1	0.998	0.562	0.593	0.485	0.653	0.522	0.972	0.589	0.433	0.555	0.607	0.863	0.516	0.816	0.687
0.982	0.648	0.494	0.736	1	1	0.527	0.789	0.639	0.769	0.688	0.532	0.516	0.664	0.621	0.859	0.553	0.679	0.823	0.562
0.975	0.911	0.538	0.575	1	1	0.751	0.781	0.57	0.575	0.927	0.542	0.554	0.677	0.827	0.898	0.634	0.54	0.546	0.823
0.987	0.835	0.574	0.556	1	1	0.514	0.534	0.689	0.568	0.702	0.585	0.463	0.707	0.631	0.786	0.526	0.691	0.751	0.749
0.986	0.981	0.64	0.624	1	1	0.848	0.919	0.538	0.705	0.498	0.671	0.698	0.657	0.618	0.855	0.779	0.607	0.578	0.615
1	0.915	0.499	0.907	1	1	0.537	0.517	0.546	0.616	0.447	0.496	0.561	0.803	0.824	0.458	0.499	0.918	0.761	0.445
0.935	0.753	0.714	0.563	1	1	0.633	0.707	0.505	0.514	0.572	0.77	0.579	0.801	0.814	0.721	0.498	0.496	0.621	0.652
0.975	0.999	0.503	0.447	1	1	0.655	0.45	0.739	0.534	0.462	0.571	0.742	0.83	0.473	0.792	0.706	0.434	0.528	0.536
0.91	0.995	0.675	0.716	1	0.999	0.559	0.527	0.5	0.737	0.575	0.48	0.548	0.587	0.613	0.518	0.587	0.596	0.573	0.545
0.508	0.788	0.764	0.61	1	1	0.654	0.867	0.502	0.962	0.527	0.915	0.586	0.536	0.564	0.884	0.796	0.716	0.522	0.565
0.64	0.946	0.654	0.568	1	1	0.481	0.459	0.601	0.815	0.574	0.467	0.555	0.873	0.866	0.932	0.557	0.508	0.507	0.954
0.828	0.52	0.434	0.58	1	1	0.553	0.608	0.455	0.481	0.516	0.624	0.537	0.627	0.618	0.529	0.664	0.499	0.6	0.705
0.518	0.966	0.592	0.826	1	1	0.482	0.647	0.978	0.452	0.446	0.689	0.722	0.45	0.44	0.495	0.467	0.632	0.691	0.575
0.995	0.834	0.493	0.498	1	1	0.498	0.937	0.625	0.478	0.571	0.488	0.732	0.45	0.754	0.917	0.503	0.699	0.557	0.466
0.61	0.3	0.305	0.278	1	1	0.341	0.275	0.343	0.262	0.409	0.36	0.396	0.423	0.409	0.448	0.483	0.435	0.399	0.318
0.955	0.788	0.615	0.878	0.983	1	0.561	0.525	0.495	0.679	0.619	0.488	0.892	0.518	0.546	0.76	0.538	0.659	0.817	0.531
0.85	1	0.515	0.566	0.997	1	0.552	0.913	0.527	0.65	0.525	0.569	0.529	0.653	0.769	0.764	0.546	0.535	0.517	0.56
0.894	0.984	0.544	0.661	0.995	1	0.875	0.639	0.685	0.524	0.508	0.592	0.685	0.958	0.58	0.595	0.632	0.522	0.558	0.649
0.942	0.813	0.541	0.622	0.999	0.999	0.548	0.553	0.803	0.693	0.582	0.712	0.839	0.674	0.8	0.573	0.857	0.774	0.532	0.599
0.623	0.71	0.496	0.514	1	1	0.753	0.563	0.465	0.541	0.517	0.527	0.512	0.744	0.833	0.642	0.471	0.674	0.477	0.697
0.935	0.991	0.453	0.615	0.999	1	0.591	0.492	0.49	0.46	0.791	0.592	0.499	0.753	0.856	0.483	0.684	0.671	0.786	0.479
0.424	0.849	0.507	0.526	1	1	0.431	0.59	0.387	0.364	0.391	0.901	0.958	0.613	0.929	0.408	0.639	0.999	0.782	0.715
0.977	0.996	0.821	0.892	1	1	0.694	0.503	0.645	0.595	0.812	0.734	0.586	0.526	0.612	0.561	0.561	0.826	0.794	0.562
0.651	0.695	0.719	0.801	1	1	0.552	0.515	0.581	0.533	0.499	0.6	0.686	0.821	0.738	0.703	0.477	0.529	0.585	0.526
0.996	0.981	0.997	0.663	1	1	0.568	0.602	0.845	0.582	0.654	0.527	0.614	0.535	0.527	0.523	0.893	0.7	0.871	0.575
0.588	0.766	0.665	0.583	1	1	0.475	0.467	0.528	0.883	0.533	0.476	0.494	0.471	0.471	0.461	0.562	0.677	0.6	0.442
0.954	0.968	0.792	0.53	1	1	0.568	0.572	0.857	0.545	0.858	0.622	0.599	0.528	0.622	0.519	0.588	0.81	0.57	0.52
