X1	X2	X3	X4	X1.1	X2.1	X3.1	X4.1	X1.2	X2.2	X3.2	X4.2	X1.3	X2.3	X3.3	X4.3
1.73638853218515	0.295638428819015	1.15693721169988	2.31583985267042	1.70202587635536	0.23393938093936	1.24350468971422	2.16054706299651	1.70202587635536	0.295638428819015	1.07357648714275	2.20045324042768	1.70070888052757	0.280672071362405	1.15012170113758	2.25129605991757
2.07391573682452	0.259516956109103	1.56526250285068	2.58256897079836	2.10225870265903	0.192542821401892	1.72487477271132	2.47964263260674	2.10225870265903	0.259516956109103	1.62038910820954	2.62235999501083	2.09953492318176	0.246276051660664	1.61645238525404	2.58261746110949
2.11241100270195	0.209770780600255	1.70126027272544	2.52356173267845	2.13536463276396	0.18534728527246	1.77208395362994	2.49864531189798	2.13536463276396	0.209770780600255	1.73969102069774	2.57369552778907	2.13859961819406	0.203908735303974	1.73868437644655	2.53851485994157
2.28247926993888	0.326333150228114	1.64286629549178	2.92209224438598	2.29833498416171	0.266155970441876	1.77666928209563	2.82000068622779	2.29833498416171	0.326333150228114	1.75582668539603	2.97260682283762	2.29563714353679	0.307949084850122	1.69150758128009	2.89976670579348
1.97792499519229	0.199786961522164	1.58634255060885	2.36950743977573	2.11339831579706	0.161170274476165	1.79750457782377	2.42929205377034	2.11339831579706	0.199786961522164	1.71798274809609	2.52552723269762	2.10767061254573	0.189467595777151	1.73612375261715	2.47921747247431
1.95455971380734	0.199916482284481	1.56272340852975	2.34639601908492	2.11528221949502	0.167853580096803	1.78628920250529	2.44427523648476	2.11528221949502	0.199916482284481	1.72413458903735	2.48378583472181	2.10537548954752	0.193540514931429	1.72579649535488	2.48495448374015
2.07138605257882	0.230999837727411	1.61862637063309	2.52414573452454	2.05339359582228	0.213386059601663	1.63515691900302	2.47163027264154	2.05339359582228	0.230999837727411	1.62293779909971	2.50988154162025	2.05665441452085	0.218858115871	1.62736035869089	2.48594847035082
2.63160635543636	0.230120449318789	2.18057027477154	3.08264243610119	2.55980420645091	0.180825170903274	2.2053868714805	2.91422154142133	2.55980420645091	0.230120449318789	2.13122783622386	3.00208586233782	2.55484164772477	0.230407690876423	2.10291915072152	3.00676414472801
1.92084014345623	0.193484861695713	1.54160981453263	2.30007047237982	1.94108832573563	0.183955246805706	1.58053604199645	2.30164060947482	1.94108832573563	0.193484861695713	1.57084064253388	2.30910822382291	1.94079779105744	0.177609631570238	1.59248896895032	2.28910661316457
2.05972624546215	0.24460628863098	1.58029791974543	2.53915457117888	2.0024599325025	0.198049905292856	1.61428211812851	2.3906377468765	2.0024599325025	0.24460628863098	1.5314584453579	2.51541682305287	2.00094870635709	0.233356520761066	1.54324220421329	2.4586552085009
2.16117305217353	0.285958188027723	1.60069500363919	2.72165110070787	2.21658530187928	0.234765794522272	1.75644434461562	2.67672625914293	2.21658530187928	0.285958188027723	1.6536860143592	2.76834117961157	2.21440108539508	0.266814509581244	1.6910172457044	2.73778492508576
1.70036495909429	0.238177334685801	1.23353738311012	2.16719253507846	1.84367247369254	0.209526607704651	1.43300032259143	2.25434462479366	1.84367247369254	0.238177334685801	1.3967796753106	2.3162797979987	1.84633702362078	0.224431694169326	1.40613184461133	2.28654220263024
2.03613555339024	0.233637026555395	1.57820698134166	2.49406412543881	1.8255228309772	0.215515570981394	1.40311231185367	2.24793335010074	1.8255228309772	0.233637026555395	1.37168962102277	2.26618579058711	1.83248763434037	0.214364832422016	1.41206629515033	2.25290897353041
2.10192683491948	0.194583584339389	1.72054300961428	2.48331066022468	2.10825412384244	0.171826666845826	1.77147385682463	2.44503439086026	2.10825412384244	0.194583584339389	1.71292100420413	2.46047812691545	2.11721867176888	0.183126927342329	1.7580690746101	2.47636826892767
1.96546526844262	0.244925813249447	1.48541067447371	2.44551986241154	1.997411950652	0.190258851507856	1.6245046016966	2.3703192996074	1.997411950652	0.244925813249447	1.51770822488808	2.45979630849095	1.9993598665639	0.242647459793352	1.52340348946132	2.47531624366649
2.05910188942158	0.205755387385927	1.65582133014516	2.46238244869799	2.17551250447799	0.18622331134676	1.81051481423834	2.54051019471764	2.17551250447799	0.205755387385927	1.76592092409756	2.55852938393828	2.18242392187909	0.19094463073267	1.80795362302253	2.55689422073565
2.08579890173594	0.203548041325628	1.68684474073771	2.48475306273417	2.18589732751928	0.163056586450423	1.86630641807645	2.50548823696211	2.18589732751928	0.203548041325628	1.79418773134778	2.55057817890019	2.1801982005883	0.205825938971486	1.77649661992191	2.58389978125469
1.97562534583458	0.211198420052659	1.56167644253137	2.38957424913779	1.9181817205194	0.175797919666259	1.57361779797353	2.26274564306526	1.9181817205194	0.211198420052659	1.48446115380302	2.32143003289789	1.91890256370641	0.191955603605799	1.54242476722783	2.29538036018499
1.83184547670913	0.191720114196792	1.45607405288341	2.20761690053484	1.74899225092375	0.158546608496664	1.43824089827029	2.05974360357721	1.74899225092375	0.191720114196792	1.36200381326363	2.10636425187044	1.75240174015613	0.184717433175236	1.39014826151262	2.11465521879963
1.72745599313404	0.268194674889207	1.2017944303512	2.25311755591689	1.75111203097592	0.227916157012608	1.30439636323121	2.19782769872063	1.75111203097592	0.268194674889207	1.15554894815129	2.20104810741815	1.7582417037213	0.247898316792917	1.27198316428969	2.2445002431529
1.89644227189237	0.217866871374363	1.46942320399862	2.32346133978612	1.89532922328743	0.195434745012351	1.51227712306322	2.27838132351163	1.89532922328743	0.217866871374363	1.4810526111649	2.30976953176283	1.89848177821684	0.196827731777113	1.51246254710197	2.2845010093317
2.12018655400517	0.200161114740043	1.72787076911468	2.51250233889565	2.11352773796949	0.161667607725646	1.79665922682722	2.43039624911175	2.11352773796949	0.200161114740043	1.72788298408126	2.48529627316027	2.1092564616935	0.192176820829663	1.73235650459952	2.48615641878748
2.4952158740098	0.258549556620494	1.98845874303364	3.00197300498597	2.51272694196496	0.216729718859348	2.08793669300064	2.93751719092928	2.51272694196496	0.258549556620494	2.06025006433629	3.09702929359324	2.50975904732408	0.246670428819925	2.02589311587166	2.99362497877649
2.08565090826708	0.202395830969671	1.68895507956653	2.48234673696764	2.04509028745921	0.160541138756199	1.73042965549706	2.35975091942136	2.04509028745921	0.202395830969671	1.66224999836722	2.44956574775854	2.05212867563603	0.196140958817029	1.66744150377504	2.43681584749702
1.92700212632436	0.22119713382846	1.49345574402058	2.36054850862814	1.98681112741404	0.202553505427313	1.58980625677651	2.38381599805158	1.98681112741404	0.22119713382846	1.59769001012519	2.44627793907084	1.98335206287561	0.200283839379846	1.59053421858139	2.37616990716982
1.75213060712279	0.249820443903954	1.26248253707104	2.24177867717454	1.78146298781351	0.219218944381871	1.35179385682504	2.21113211880198	1.78146298781351	0.249820443903954	1.26177927955153	2.24648335436636	1.78724965152988	0.234252606421591	1.32774227828882	2.24675702477093
1.88010770041544	0.241768163091125	1.40624210075684	2.35397330007405	1.93686789446898	0.216595281760276	1.51234114221884	2.36139464671912	1.93686789446898	0.241768163091125	1.46352975409216	2.41919408801616	1.93744725997829	0.228180871514796	1.48989200737756	2.38500251257902
2.28359527321503	0.288506748567901	1.71812204602194	2.84906850040812	2.23865115872695	0.226888241195516	1.79395020598374	2.68335211147017	2.23865115872695	0.288506748567901	1.76904666172834	2.74712192340676	2.23146022423148	0.255552329324406	1.73016363508012	2.73275681338284
1.79917802916635	0.233086846624228	1.34232780978287	2.25602824854984	1.84086792651835	0.199851525123998	1.44915893727532	2.23257691576139	1.84086792651835	0.233086846624228	1.43536435627072	2.25565019067418	1.84164094315338	0.216265145220954	1.41746646933415	2.26581541697261
