Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
0.999	1	1	1	0.016	0.078	0.44	0.106	0.029	0.131	0.024	0.15	0.014	0.065	0.024	0.021	0.083	0.009	0.011	0.302
0.999	1	1	1	0.066	0.03	0.104	0.071	0.046	0.086	0.021	0.058	0.018	0.027	0.025	0.082	0.086	0.098	0.013	0.025
0.999	0.999	1	1	0.06	0.028	0.013	0.019	0.047	0.018	0.027	0.055	0.021	0.019	0.049	0.013	0.018	0.107	0.076	0.066
0.999	1	1	1	0.168	0.217	0.044	0.164	0.038	0.017	0.045	0.122	0.172	0.028	0.031	0.035	0.02	0.163	0.022	0.064
1	1	0.992	1	0.11	0.024	0.031	0.027	0.021	0.097	0.028	0.179	0.05	0.153	0.215	0.024	0.156	0.106	0.038	0.055
1	1	1	1	0.072	0.044	0.077	0.034	0.095	0.538	0.062	0.028	0.086	0.029	0.02	0.224	0.094	0.017	0.118	0.085
1	1	1	1	0.205	0.01	0.045	0.016	0.008	0.003	0.001	0.013	0.074	0.013	0.003	0.039	0.011	0.026	0.014	0.011
1	1	1	1	0.103	0.064	0.034	0.049	0.161	0.157	0.027	0.058	0.191	0.094	0.044	0.035	0.262	0.185	0.098	0.152
1	1	1	1	0.42	0.013	0.247	0.026	0.046	0.086	0.062	0.06	0.014	0.045	0.011	0.022	0.034	0.041	0.024	0.029
1	1	1	0.999	0.029	0.031	0.081	0.047	0.105	0.272	0.039	0.075	0.267	0.051	0.224	0.253	0.228	0.096	0.026	0.09
1	1	1	1	0.124	0.036	0.046	0.026	0.06	0.4	0.037	0.025	0.039	0.098	0.097	0.041	0.021	0.1	0.127	0.156
1	1	1	1	0.474	0.028	0.057	0.084	0.203	0.082	0.252	0.091	0.019	0.284	0.049	0.357	0.141	0.03	0.094	0.039
1	0.999	1	1	0.072	0.023	0.032	0.013	0.088	0.089	0.016	0.052	0.192	0.058	0.028	0.392	0.014	0.037	0.02	0.021
1	1	1	0.998998998998999	0.175175175175175	0.144144144144144	0.0640640640640641	0.046046046046046	0.021021021021021	0.0640640640640641	0.134134134134134	0.114114114114114	0.04004004004004	0.0950950950950951	0.339339339339339	0.017017017017017	0.408408408408408	0.0610610610610611	0.013013013013013	0.0660660660660661
1	1	1	1	0.005	0.073	0.03	0.012	0.073	0.054	0.01	0.022	0.017	0.056	0.026	0.015	0.12	0.014	0.025	0.035
1	1	1	0.999	0.028	0.084	0.079	0.045	0.049	0.014	0.039	0.054	0.019	0.016	0.157	0.019	0.032	0.011	0.021	0.031
1	1	1	1	0.017	0.085	0.337	0.022	0.023	0.112	0.03	0.015	0.022	0.235	0.02	0.019	0.027	0.013	0.017	0.037
1	1	1	1	0.018	0.1	0.113	0.03	0.017	0.027	0.022	0.036	0.038	0.053	0.322	0.023	0.265	0.048	0.023	0.598
1	1	1	1	0.228	0.024	0.04	0.027	0.297	0.148	0.016	0.059	0.072	0.024	0.026	0.024	0.094	0.035	0.022	0.133
1	1	1	1	0.158	0.029	0.192	0.133	0.265	0.154	0.058	0.044	0.027	0.471	0.047	0.205	0.029	0.248	0.042	0.02
