Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
1	1	1	1	0.312	0.363	0.805	0.319	0.159	0.377	0.176	0.472	0.077	0.247	0.147	0.122	0.287	0.109	0.089	0.644
1	1	1	1	0.374	0.258	0.335	0.362	0.226	0.323	0.209	0.201	0.125	0.16	0.182	0.398	0.285	0.356	0.094	0.194
1	1	1	1	0.305	0.262	0.128	0.173	0.223	0.129	0.17	0.257	0.175	0.151	0.24	0.136	0.163	0.413	0.32	0.269
1	1	1	1	0.753	0.58	0.178	0.463	0.217	0.13	0.242	0.35	0.537	0.166	0.133	0.228	0.126	0.5	0.131	0.195
1	1	1	1	0.543	0.239	0.191	0.185	0.19	0.356	0.169	0.533	0.305	0.588	0.523	0.171	0.407	0.402	0.22	0.243
1	1	1	1	0.43	0.217	0.274	0.199	0.236	0.893	0.386	0.172	0.47	0.132	0.116	0.627	0.293	0.144	0.526	0.262
1	1	1	1	0.863	0.137	0.205	0.116	0.06	0.027	0.044	0.087	0.25	0.078	0.056	0.221	0.077	0.161	0.085	0.07
1	1	1	1	0.448	0.214	0.129	0.234	0.536	0.452	0.175	0.323	0.539	0.319	0.165	0.153	0.652	0.459	0.302	0.476
1	1	1	1	0.877	0.16	0.579	0.223	0.236	0.245	0.23	0.193	0.118	0.2	0.105	0.124	0.163	0.188	0.159	0.161
1	1	1	1	0.281	0.205	0.359	0.36	0.353	0.777	0.201	0.28	0.721	0.225	0.45	0.675	0.587	0.303	0.173	0.426
1	1	1	1	0.455	0.257	0.226	0.147	0.23	0.727	0.343	0.178	0.172	0.333	0.284	0.198	0.128	0.324	0.366	0.546
1	1	1	1	0.777	0.353	0.205	0.247	0.417	0.229	0.493	0.202	0.096	0.576	0.233	0.726	0.344	0.151	0.306	0.159
1	1	1	1	0.282	0.25	0.238	0.175	0.429	0.379	0.127	0.27	0.657	0.242	0.231	0.817	0.146	0.244	0.168	0.173
1	1	1	1	0.541	0.576	0.199	0.182	0.105	0.281	0.361	0.408	0.184	0.285	0.736	0.088	0.828	0.185	0.144	0.268
1	1	1	1	0.261	0.391	0.34	0.157	0.39	0.321	0.146	0.186	0.178	0.318	0.222	0.2	0.544	0.166	0.23	0.202
1	1	1	1	0.287	0.523	0.401	0.329	0.366	0.164	0.188	0.287	0.146	0.177	0.676	0.136	0.217	0.132	0.161	0.172
1	1	1	1	0.195	0.443	0.744	0.139	0.126	0.354	0.147	0.111	0.107	0.523	0.15	0.132	0.156	0.1	0.112	0.158
1	1	1	1	0.16	0.455	0.32	0.133	0.154	0.15	0.145	0.128	0.144	0.208	0.564	0.16	0.593	0.206	0.107	0.839
1	1	1	1	0.691	0.239	0.201	0.171	0.643	0.423	0.145	0.257	0.33	0.153	0.162	0.158	0.403	0.185	0.118	0.447
1	1	1	1	0.403	0.176	0.506	0.436	0.571	0.434	0.228	0.158	0.164	0.743	0.211	0.527	0.127	0.672	0.178	0.129
1	1	1	1	0.229	0.197	0.189	0.18	0.573	0.89	0.317	0.123	0.266	0.304	0.713	0.151	0.186	0.15	0.383	0.165
1	1	1	1	0.207	0.743	0.123	0.232	0.191	0.178	0.635	0.44	0.589	0.28	0.164	0.134	0.087	0.14	0.125	0.221
1	0.999	1	1	0.194	0.217	0.17	0.36	0.197	0.248	0.2	0.206	0.159	0.162	0.492	0.187	0.298	0.338	0.232	0.171
1	1	1	1	0.195	0.446	0.272	0.438	0.268	0.341	0.167	0.152	0.325	0.823	0.14	0.137	0.113	0.144	0.118	0.127
1	1	1	1	0.201	0.279	0.394	0.409	0.395	0.559	0.191	0.177	0.205	0.661	0.124	0.354	0.374	0.164	0.166	0.295
1	1	1	1	0.262	0.174	0.337	0.156	0.31	0.429	0.556	0.139	0.106	0.399	0.498	0.62	0.134	0.08	0.169	0.142
1	1	1	1	0.557	0.215	0.185	0.265	0.2	0.205	0.239	0.175	0.114	0.15	0.235	0.184	0.145	0.295	0.306	0.147
1	1	1	1	0.251	0.318	0.117	0.15	0.109	0.281	0.122	0.077	0.146	0.387	0.362	0.159	0.146	0.194	0.427	0.244
1	1	1	1	0.284	0.557	0.193	0.159	0.17	0.219	0.21	0.111	0.097	0.445	0.414	0.124	0.176	0.179	0.36	0.426
1	1	1	1	0.312	0.264	0.393	0.256	0.13	0.53	0.275	0.623	0.162	0.169	0.182	0.409	0.339	0.186	0.441	0.204
1	1	1	1	0.232	0.431	0.127	0.157	0.149	0.533	0.08	0.257	0.131	0.271	0.332	0.656	0.109	0.184	0.266	0.321
1	1	1	1	0.441	0.286	0.436	0.138	0.194	0.148	0.262	0.266	0.143	0.262	0.161	0.132	0.173	0.116	0.677	0.412
1	1	1	1	0.285	0.34	0.173	0.73	0.23	0.146	0.2	0.185	0.228	0.599	0.143	0.209	0.18	0.416	0.157	0.164
1	1	1	1	0.196	0.16	0.105	0.189	0.084	0.688	0.24	0.141	0.409	0.084	0.268	0.603	0.488	0.178	0.232	0.353
0.999	1	1	1	0.413	0.437	0.118	0.111	0.136	0.184	0.217	0.167	0.417	0.202	0.247	0.107	0.642	0.555	0.424	0.305
1	1	1	1	0.511	0.387	0.403	0.137	0.255	0.435	0.204	0.555	0.144	0.22	0.438	0.222	0.199	0.226	0.161	0.393
1	1	1	1	0.218	0.25	0.121	0.686	0.104	0.385	0.347	0.097	0.111	0.108	0.568	0.096	0.353	0.105	0.36	0.176
1	1	1	1	0.674	0.258	0.146	0.142	0.488	0.253	0.166	0.188	0.128	0.142	0.288	0.85	0.323	0.188	0.127	0.168
1	1	1	1	0.338	0.185	0.201	0.122	0.199	0.376	0.116	0.354	0.614	0.721	0.197	0.815	0.172	0.214	0.194	0.329
1	1	1	1	0.517	0.335	0.5	0.481	0.749	0.166	0.391	0.165	0.214	0.179	0.235	0.14	0.207	0.293	0.348	0.187
1	1	1	1	0.532	0.278	0.495	0.648	0.164	0.356	0.304	0.218	0.171	0.18	0.507	0.185	0.242	0.638	0.286	0.3
1	1	1	1	0.232	0.281	0.191	0.165	0.361	0.34	0.417	0.247	0.213	0.189	0.629	0.14	0.467	0.261	0.317	0.22
1	1	1	1	0.543	0.207	0.14	0.164	0.143	0.306	0.106	0.289	0.305	0.453	0.163	0.146	0.189	0.611	0.187	0.196
1	1	1	1	0.426	0.463	0.137	0.222	0.325	0.23	0.375	0.236	0.159	0.132	0.268	0.181	0.358	0.189	0.205	0.242
1	1	1	1	0.375	0.16	0.17	0.512	0.471	0.919	0.209	0.321	0.194	0.318	0.135	0.226	0.373	0.339	0.125	0.192
1	1	1	1	0.288	0.212	0.109	0.114	0.356	0.218	0.18	0.259	0.17	0.146	0.216	0.201	0.258	0.638	0.189	0.161
1	1	1	1	0.35	0.37	0.481	0.731	0.297	0.19	0.552	0.413	0.246	0.172	0.191	0.203	0.224	0.221	0.278	0.359
1	1	1	1	0.195	0.191	0.14	0.256	0.184	0.353	0.275	0.265	0.171	0.402	0.665	0.147	0.448	0.181	0.138	0.159
1	1	1	1	0.408	0.594	0.439	0.231	0.168	0.139	0.499	0.181	0.393	0.33	0.132	0.15	0.242	0.457	0.123	0.142
1	1	1	1	0.255	0.6	0.278	0.239	0.426	0.414	0.199	0.251	0.254	0.182	0.227	0.165	0.172	0.386	0.168	0.178
1	1	1	1	0.212	0.208	0.391	0.238	0.155	0.161	0.138	0.115	0.347	0.437	0.127	0.513	0.136	0.475	0.201	0.159
1	1	1	1	0.224	0.576	0.247	0.696	0.141	0.134	0.241	0.357	0.223	0.471	0.225	0.217	0.157	0.134	0.249	0.386
