Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
1	1	1	0.999	0.064	0.248	0.381	0.021	0.171	0.061	0.053	0.043	0.343	0.106	0.034	0.048	0.166	0.047	0.106	0.144
1	1	1	1	0.421	0.228	0.067	0.035	0.32	0.066	0.053	0.065	0.021	0.025	0.075	0.049	0.048	0.159	0.087	0.061
1	1	1	1	0.065	0.079	0.063	0.033	0.161	0.045	0.087	0.123	0.043	0.047	0.159	0.217	0.058	0.041	0.127	0.067
1	1	1	1	0.599	0.089	0.055	0.076	0.119	0.126	0.04	0.114	0.126	0.238	0.058	0.052	0.128	0.057	0.05	0.134
1	1	1	1	0.077	0.083	0.077	0.662	0.092	0.063	0.05	0.054	0.063	0.231	0.071	0.124	0.092	0.059	0.082	0.22
1	1	1	1	0.076	0.175	0.062	0.131	0.054	0.095	0.049	0.126	0.228	0.121	0.046	0.068	0.047	0.164	0.144	0.062
1	1	1	1	0.302	0.37	0.088	0.069	0.049	0.047	0.027	0.055	0.117	0.049	0.083	0.104	0.049	0.09	0.053	0.032
1	1	1	1	0.177	0.166	0.074	0.09	0.393	0.062	0.041	0.191	0.057	0.109	0.057	0.175	0.105	0.051	0.185	0.067
1	1	1	1	0.09	0.207	0.069	0.098	0.043	0.377	0.143	0.053	0.043	0.234	0.05	0.15	0.358	0.055	0.086	0.425
1	1	1	1	0.22	0.187	0.407	0.057	0.193	0.297	0.094	0.056	0.14	0.056	0.069	0.216	0.097	0.291	0.235	0.058
1	1	1	1	0.503	0.093	0.157	0.046	0.147	0.107	0.148	0.123	0.089	0.043	0.056	0.074	0.062	0.135	0.12	0.128
1	1	1	1	0.131	0.497	0.075	0.039	0.025	0.046	0.247	0.078	0.029	0.048	0.03	0.04	0.068	0.459	0.112	0.035
1	1	1	1	0.38	0.286	0.114	0.042	0.059	0.241	0.076	0.106	0.052	0.067	0.076	0.318	0.082	0.044	0.064	0.066
1	1	1	1	0.096	0.298	0.286	0.434	0.075	0.103	0.089	0.122	0.092	0.062	0.064	0.19	0.089	0.065	0.572	0.122
1	1	1	0.999	0.133	0.049	0.076	0.053	0.095	0.13	0.031	0.122	0.066	0.199	0.192	0.089	0.149	0.05	0.061	0.093
