Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
0.996	0.997	0.665	0.43	1	1	0.399	0.354	0.761	0.46	0.749	0.435	0.799	0.277	0.508	0.548	0.569	0.289	0.487	0.299
1	1	0.754	0.504	1	1	0.443	0.762	0.445	0.416	0.514	0.487	0.726	0.602	0.44	0.452	0.426	0.84	0.42	0.819
1	1	0.5	0.44	1	1	0.42	0.407	0.781	0.552	0.586	0.922	0.677	0.528	0.558	0.45	0.422	0.451	0.451	0.508
1	1	0.573	0.626	1	1	0.455	0.508	0.42	0.514	0.487	0.492	0.644	0.412	0.479	0.955	0.391	0.429	0.456	0.643
0.998	0.996	0.681	0.535	1	1	0.397	0.832	0.439	0.71	0.421	0.733	0.4	0.487	0.64	0.433	0.435	0.437	0.424	0.415
1	1	0.519	0.538	1	1	0.432	0.446	0.523	0.633	0.651	0.437	0.5	0.482	0.791	0.571	0.433	0.834	0.512	0.448
1	0.999	0.657	0.485	1	1	0.461	0.487	0.676	0.81	0.459	0.457	0.715	0.41	0.482	0.38	0.47	0.58	0.62	0.407
1	0.995	0.576	0.464	1	1	0.518	0.641	0.415	0.658	0.457	0.566	0.384	0.555	0.418	0.508	0.699	0.437	0.723	0.508
1	1	0.453	0.505	1	1	0.416	0.334	0.447	0.418	0.338	0.292	0.425	0.352	0.342	0.702	0.501	0.636	0.424	0.641
1	1	0.458	0.608	1	1	0.479	0.445	0.415	0.404	0.549	0.619	0.48	0.765	0.429	0.426	0.486	0.581	0.5	0.535
1	1	0.442	0.462	1	1	0.625	0.504	0.603	0.443	0.678	0.435	0.464	0.5	0.436	0.533	0.658	0.467	0.585	0.442
0.999	1	0.419	0.493	1	1	0.596	0.446	0.534	0.473	0.831	0.46	0.653	0.608	0.732	0.374	0.537	0.432	0.579	0.43
1	1	0.324	0.356	1	1	0.272	0.362	0.307	0.604	0.663	0.318	0.38	0.394	0.337	0.61	0.673	0.338	0.483	0.285
