Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
0.902	0.324	1	1	0.006	0.012	0.093	0.001	0.02	0.002	0.001	0.001	0.087	0.005	0.001	0.001	0.017	0.001	0.01	0.012
0.635635635635636	0.670670670670671	1	1	0.03003003003003	0.003003003003003	0.002002002002002	0	0.045045045045045	0.001001001001001	0	0.002002002002002	0	0.001001001001001	0.003003003003003	0.001001001001001	0	0.002002002002002	0	0.003003003003003
0.785	0.887	1	1	0	0	0.001	0	0.008	0.001	0.003	0.009	0	0.001	0.002	0.018	0	0	0.008	0
0.956	0.911	1	1	0.019	0.001	0	0	0.003	0.004	0	0.002	0.002	0.01	0	0.002	0.002	0	0	0.002
0.842	0.701	1	1	0	0	0.001	0.062	0.001	0.001	0	0.001	0	0.006	0	0.004	0.001	0.001	0.002	0.007
0.55	0.991	1	1	0	0	0.001	0.002	0.001	0.001	0	0	0.005	0.003	0	0.001	0.002	0.001	0.003	0
0.986	0.786	1	1	0.004	0.009	0.001	0.001	0	0	0	0	0.005	0	0.001	0.001	0.001	0.002	0.004	0
0.951	0.996	1	1	0.002	0.003	0.001	0	0.021	0.001	0	0.007	0	0.001	0	0.002	0.001	0	0.004	0.001
0.892	0.687	1	1	0.001	0.003	0.001	0.004	0	0.028	0.005	0.001	0	0.009	0	0.003	0.016	0.004	0.003	0.017
0.622	0.493	1	1	0.004	0.005	0.015	0	0.006	0.014	0.001	0.001	0.002	0	0	0.004	0	0.021	0.007	0
0.984	0.898	1	1	0.023	0.002	0.003	0	0.005	0.001	0.005	0.007	0	0	0.001	0.004	0	0.002	0.005	0.003
0.981	0.918	1	1	0.002	0.057	0.001	0.001	0	0.004	0.017	0	0.001	0.001	0	0.003	0	0.071	0.007	0
0.806	0.494	1	1	0.005	0.006	0.002	0	0	0.015	0.002	0.001	0	0.001	0.001	0.013	0	0	0.001	0.002
0.377	0.291	1	1	0.001	0.009	0.013	0.022	0.003	0.003	0.002	0.004	0.002	0	0.003	0.011	0.003	0.001	0.065	0.002
0.835	0.63	1	1	0.003	0	0.004	0	0.003	0.002	0.001	0.003	0.001	0.019	0.014	0.001	0.008	0.002	0.001	0.006
1	0.981	1	1	0.003	0.008	0	0.008	0.001	0.004	0	0.004	0	0	0.003	0.001	0	0	0.014	0.004
0.866	0.423	1	1	0.007	0.001	0.003	0.008	0.008	0.01	0.001	0.051	0.008	0.005	0.004	0.005	0.008	0.002	0.017	0.003
0.546	0.901	1	1	0.102	0	0.007	0.001	0.002	0	0.002	0.003	0.004	0.001	0.02	0.004	0.007	0.003	0.002	0
0.991	0.967	1	1	0	0	0	0.001	0	0	0	0.008	0	0.001	0.002	0.001	0.007	0.013	0	0
0.717	0.593	1	1	0.014	0.007	0	0.001	0.001	0.007	0	0.032	0	0.02	0.002	0.001	0.011	0.002	0.001	0.005
0.996	0.998	1	1	0.002	0.001	0.026	0	0.001	0	0.002	0.036	0.001	0.004	0.002	0	0.001	0.016	0.008	0.031
