Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
1	1	1	1	0.257	0.307	0.812	0.142	0.475	0.202	0.229	0.181	0.807	0.346	0.144	0.139	0.443	0.167	0.369	0.422
1	1	1	1	0.61	0.41	0.263	0.193	0.688	0.202	0.162	0.222	0.128	0.125	0.259	0.21	0.164	0.432	0.288	0.202
1	1	1	1	0.16	0.17	0.225	0.169	0.447	0.173	0.286	0.418	0.17	0.155	0.475	0.526	0.204	0.172	0.374	0.235
1	1	1	1	0.808	0.171	0.205	0.231	0.249	0.345	0.16	0.25	0.322	0.507	0.185	0.176	0.307	0.18	0.176	0.366
1	1	1	1	0.17	0.174	0.211	0.887	0.218	0.185	0.149	0.138	0.191	0.433	0.19	0.238	0.24	0.189	0.194	0.406
1	1	1	1	0.226	0.224	0.212	0.35	0.208	0.296	0.16	0.329	0.501	0.307	0.15	0.18	0.196	0.368	0.333	0.211
1	1	1	1	0.366	0.471	0.31	0.297	0.225	0.21	0.162	0.233	0.368	0.215	0.253	0.258	0.218	0.341	0.213	0.175
1	1	1	1	0.489	0.192	0.161	0.24	0.648	0.179	0.156	0.433	0.183	0.292	0.181	0.416	0.217	0.161	0.388	0.178
1	1	1	1	0.165	0.283	0.189	0.275	0.148	0.714	0.382	0.167	0.187	0.493	0.193	0.344	0.65	0.203	0.217	0.753
1	1	1	1	0.586	0.2	0.655	0.185	0.377	0.55	0.235	0.172	0.28	0.152	0.168	0.466	0.256	0.535	0.41	0.182
1	1	1	1	0.779	0.232	0.378	0.189	0.339	0.28	0.353	0.325	0.276	0.178	0.155	0.222	0.192	0.329	0.312	0.358
1	1	1	1	0.478	0.716	0.282	0.167	0.164	0.221	0.665	0.258	0.162	0.196	0.169	0.221	0.242	0.876	0.369	0.173
1	1	1	1	0.521	0.457	0.266	0.164	0.168	0.43	0.209	0.265	0.147	0.199	0.183	0.578	0.229	0.153	0.176	0.208
1	1	1	1	0.25	0.337	0.445	0.677	0.172	0.234	0.201	0.277	0.195	0.149	0.173	0.334	0.181	0.197	0.779	0.237
1	1	1	1	0.263	0.165	0.297	0.2	0.318	0.406	0.131	0.373	0.251	0.539	0.522	0.295	0.407	0.212	0.283	0.346
1	1	1	1	0.226	0.541	0.174	0.59	0.253	0.442	0.18	0.397	0.184	0.163	0.407	0.298	0.186	0.197	0.658	0.571
1	1	1	1	0.312	0.168	0.161	0.39	0.321	0.475	0.166	0.718	0.337	0.263	0.314	0.349	0.359	0.18	0.577	0.216
1	1	1	1	0.768	0.16	0.282	0.151	0.217	0.189	0.188	0.257	0.269	0.197	0.534	0.231	0.408	0.212	0.179	0.16
1	1	1	1	0.189	0.2	0.204	0.195	0.246	0.171	0.178	0.54	0.322	0.276	0.233	0.17	0.617	0.785	0.152	0.143
1	1	1	1	0.268	0.229	0.138	0.216	0.157	0.342	0.163	0.592	0.147	0.466	0.14	0.166	0.455	0.175	0.218	0.27
1	1	1	1	0.377	0.216	0.786	0.2	0.391	0.196	0.156	0.737	0.159	0.39	0.159	0.159	0.209	0.653	0.441	0.73
1	1	1	1	0.261	0.187	0.394	0.301	0.35	0.214	0.139	0.138	0.182	0.147	0.172	0.775	0.371	0.398	0.174	0.731
1	1	1	1	0.174	0.32	0.632	0.634	0.244	0.152	0.7	0.171	0.155	0.158	0.16	0.203	0.256	0.228	0.42	0.653
1	1	1	1	0.177	0.483	0.177	0.197	0.218	0.164	0.433	0.399	0.364	0.444	0.173	0.31	0.134	0.91	0.169	0.173
1	1	1	1	0.373	0.571	0.461	0.275	0.166	0.28	0.995	0.226	0.3	0.299	0.29	0.414	0.151	0.159	0.428	0.303
1	1	1	1	0.841	0.228	0.525	0.388	0.342	0.194	0.375	0.685	0.282	0.188	0.266	0.19	0.181	0.424	0.171	0.268
1	1	1	1	0.335	0.153	0.24	0.221	0.148	0.165	0.197	0.266	0.359	0.143	0.28	0.492	0.223	0.188	0.174	0.142
1	1	1	1	0.314	0.244	0.81	0.187	0.174	0.223	0.184	0.165	0.241	0.276	0.162	0.368	0.152	0.649	0.21	0.561
1	1	1	1	0.431	0.279	0.224	0.168	0.734	0.286	0.172	0.579	0.22	0.263	0.302	0.17	0.369	0.18	0.374	0.344
1	1	1	1	0.61	0.328	0.218	0.175	0.267	0.357	0.647	0.371	0.29	0.459	0.364	0.172	0.129	0.285	0.166	0.194
1	1	1	1	0.34	0.571	0.591	0.639	0.448	0.465	0.72	0.418	0.338	0.181	0.43	0.186	0.425	0.219	0.316	0.266
1	1	1	1	0.152	0.217	0.257	0.177	0.423	0.145	0.189	0.245	0.284	0.136	0.722	0.576	0.181	0.173	0.247	0.173
1	1	1	1	0.222	0.706	0.419	0.364	0.464	0.155	0.245	0.17	0.199	0.611	0.489	0.251	0.433	0.546	0.262	0.641
1	1	1	1	0.179	0.216	0.239	0.17	0.183	0.705	0.143	0.23	0.593	0.376	0.185	0.275	0.246	0.193	0.162	0.855
1	1	1	1	0.148	0.161	0.186	0.218	0.391	0.17	0.227	0.226	0.224	0.252	0.219	0.561	0.204	0.321	0.276	0.166
1	1	1	1	0.548	0.312	0.18	0.189	0.283	0.547	0.186	0.264	0.186	0.654	0.193	0.25	0.555	0.151	0.308	0.199
1	1	1	1	0.188	0.623	0.417	0.143	0.195	0.536	0.442	0.174	0.401	0.385	0.151	0.18	0.236	0.281	0.323	0.188
1	1	1	1	0.223	0.151	0.636	0.49	0.272	0.189	0.229	0.174	0.209	0.245	0.52	0.914	0.689	0.211	0.845	0.431
1	1	1	1	0.488	0.215	0.379	0.192	0.16	0.369	0.149	0.558	0.177	0.162	0.158	0.274	0.171	0.261	0.365	0.409
1	1	1	1	0.285	0.586	0.179	0.168	0.163	0.295	0.26	0.41	0.424	0.461	0.146	0.565	0.23	0.205	0.163	0.176
1	1	1	1	0.695	0.194	0.856	0.382	0.659	0.212	0.833	0.161	0.31	0.661	0.158	0.292	0.159	0.26	0.243	0.159
1	1	1	1	0.334	0.566	0.36	0.725	0.308	0.183	0.181	0.231	0.247	0.311	0.257	0.491	0.281	0.253	0.461	0.277
1	1	1	1	0.241	0.238	0.176	0.194	0.43	0.269	0.183	0.198	0.161	0.533	0.17	0.162	0.173	0.258	0.145	0.306
1	1	1	1	0.199	0.406	0.324	0.194	0.589	0.993	0.15	0.469	0.475	0.199	0.268	0.157	0.271	0.734	0.522	0.157
1	1	1	1	0.441	0.336	0.455	0.259	0.211	0.165	0.198	0.144	0.183	0.591	0.497	0.307	0.526	0.241	0.682	0.885
1	1	1	1	0.386	0.456	0.168	0.415	0.232	0.146	0.551	0.182	0.168	0.142	0.28	0.307	0.189	0.211	0.139	0.246
1	1	1	1	0.174	0.5	0.424	0.236	0.187	0.139	0.431	0.252	0.208	0.399	0.166	0.345	0.172	0.404	0.19	0.207
1	1	1	1	0.29	0.199	0.305	0.249	0.416	0.461	0.156	0.172	0.315	0.606	0.142	0.687	0.197	0.627	0.283	0.397
1	1	1	1	0.846	0.235	0.298	0.172	0.197	0.185	0.244	0.291	0.301	0.352	0.2	0.724	0.207	0.584	0.152	0.685
1	1	1	1	0.285	0.431	0.166	0.3	0.209	0.285	0.185	0.201	0.263	0.431	0.362	0.354	0.491	0.141	0.147	0.194
