Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
1	1	0.82	0.436	1	1	0.61	0.425	0.604	0.913	0.387	0.625	0.426	0.404	0.336	0.966	0.513	0.392	0.784	0.361
1	1	0.337	0.27	1	1	0.231	0.281	0.287	0.373	0.367	0.25	0.248	0.443	0.201	0.205	0.282	0.312	0.255	0.341
1	1	0.369	0.423	1	1	0.471	0.485	0.737	0.555	0.342	0.841	0.371	0.757	0.779	0.51	0.373	0.486	0.764	0.408
1	1	0.237	0.207	1	1	0.271	0.338	0.52	0.369	0.26	0.522	0.28	0.349	0.245	0.367	0.222	0.24	0.373	0.25
1	1	0.549	0.583	1	1	0.465	0.472	0.742	0.71	0.451	0.925	0.394	0.702	0.461	0.657	0.481	0.48	0.399	0.434
1	1	0.353	0.397	1	1	0.562	0.45	0.432	0.623	0.55	0.382	0.457	0.63	0.452	0.451	0.687	0.503	0.4	0.422
1	1	0.25	0.482	1	1	0.282	0.263	0.479	0.655	0.313	0.532	0.573	0.265	0.486	0.708	0.277	0.411	0.34	0.327
1	1	0.631	0.401	1	1	0.753	0.948	0.543	0.697	0.475	0.829	0.381	0.422	0.375	0.402	0.939	0.757	0.701	0.562
1	1	0.212	0.186	1	1	0.173	0.332	0.174	0.306	0.155	0.201	0.178	0.199	0.296	0.299	0.19	0.185	0.251	0.185
1	1	0.51	0.786	1	1	0.419	0.786	0.616	0.419	0.679	0.618	0.671	0.472	0.412	0.457	0.427	0.517	0.581	0.664
1	1	0.469	0.539	1	1	0.725	0.559	0.883	0.668	0.691	0.487	0.456	0.635	0.614	0.56	0.487	0.758	0.451	0.495
1	1	0.503	0.432	1	1	0.494	0.569	0.525	0.408	0.445	0.562	0.444	0.414	0.785	0.551	0.473	0.446	0.642	0.709
1	1	0.221	0.389	1	1	0.204	0.193	0.215	0.474	0.237	0.276	0.445	0.246	0.456	0.28	0.614	0.377	0.351	0.46
1	1	0.217	0.635	1	1	0.318	0.182	0.379	0.19	0.368	0.267	0.343	0.253	0.169	0.316	0.412	0.171	0.174	0.432
1	1	0.402	0.378	1	1	0.688	0.402	0.675	0.44	0.416	0.696	0.476	0.51	0.452	0.601	0.714	0.553	0.476	0.403
1	1	0.392	0.229	1	1	0.218	0.318	0.352	0.443	0.291	0.304	0.221	0.276	0.273	0.325	0.712	0.236	0.283	0.227
1	1	0.518	0.471	1	1	0.444	0.435	0.753	0.761	0.483	0.707	0.797	0.47	0.64	0.687	0.485	0.403	0.464	0.438
1	1	0.602	0.334	1	1	0.738	0.384	0.435	0.355	0.371	0.35	0.718	0.365	0.469	0.386	0.348	0.643	0.372	0.46
1	1	0.352352352352352	0.346346346346346	1	1	0.864864864864865	0.433433433433433	0.443443443443443	0.721721721721722	0.353353353353353	0.34034034034034	0.578578578578579	0.376376376376376	0.408408408408408	0.326326326326326	0.391391391391391	0.343343343343343	0.698698698698699	0.573573573573574
1	1	0.223	0.319	1	1	0.239	0.248	0.231	0.194	0.52	0.366	0.23	0.198	0.274	0.241	0.39	0.279	0.333	0.472
1	1	0.314	0.13	1	1	0.274	0.156	0.201	0.162	0.194	0.174	0.251	0.16	0.157	0.137	0.13	0.143	0.296	0.471
1	1	0.663	0.365	1	1	0.595	0.382	0.677	0.369	0.478	0.359	0.39	0.399	0.419	0.548	0.34	0.705	0.646	0.384
1	1	0.44	0.429	1	1	0.555	0.465	0.493	0.502	0.862	0.587	0.686	0.437	0.583	0.46	0.404	0.641	0.475	0.685
1	1	0.209	0.326	1	1	0.389	0.271	0.226	0.215	0.231	0.571	0.289	0.333	0.248	0.263	0.47	0.242	0.372	0.326
1	1	0.414	0.706	1	1	0.54	0.449	0.547	0.58	0.559	0.473	0.706	0.726	0.678	0.489	0.354	0.582	0.463	0.656
1	1	0.748	0.715	1	1	0.571	0.693	0.413	0.401	0.428	0.391	0.672	0.383	0.828	0.363	0.609	0.342	0.451	0.392
