Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
0.897	0.311	1	1	0.006	0.01	0.076	0	0.018	0.002	0	0.001	0.075	0.006	0	0.001	0.016	0	0.013	0.011
0.656	0.673	1	1	0.028	0.004	0.002	0	0.044	0.001	0	0.001	0	0.001	0.004	0	0.001	0.003	0	0.002
0.774	0.881	1	1	0	0	0.001	0	0.007	0	0.002	0.004	0	0	0.002	0.011	0	0	0.008	0
0.952	0.897	1	1	0.016	0.001	0	0	0.003	0.001	0	0.001	0.002	0.007	0.001	0.001	0.003	0	0	0.001
0.825	0.674	1	1	0	0	0	0.052	0.001	0.001	0	0.001	0	0.006	0	0.002	0.002	0.001	0.002	0.006
0.526	0.992	1	1	0	0	0.001	0	0.001	0.001	0	0	0.004	0.001	0	0.001	0.002	0.002	0.002	0
0.986	0.785	1	1	0.006	0.014	0.001	0.001	0	0	0.001	0	0.006	0	0.002	0.001	0.001	0.003	0.001	0.001
0.947	0.996	1	1	0	0.003	0	0	0.014	0.002	0	0.005	0	0.001	0	0.001	0.002	0	0.004	0.001
0.887	0.683	1	1	0.003	0.006	0.001	0.001	0	0.025	0.002	0.001	0	0.012	0	0.004	0.021	0.003	0.002	0.017
0.589	0.465	1	1	0.006	0.002	0.014	0	0.004	0.01	0.003	0.001	0.004	0	0	0.003	0	0.017	0.006	0.001
0.981	0.882	1	1	0.016	0.002	0.003	0	0.004	0	0.004	0.007	0	0	0.001	0.003	0	0.002	0.004	0.002
0.977	0.933	1	1	0	0.054	0.001	0.003	0	0.005	0.016	0.003	0.001	0.002	0	0.001	0	0.071	0.007	0
0.775	0.457	1	1	0.005	0.004	0.002	0	0	0.012	0.002	0	0	0.001	0.001	0.013	0	0	0	0
0.347	0.257	1	1	0.001	0.005	0.009	0.015	0.002	0.002	0.002	0.001	0.002	0	0.002	0.008	0.002	0.001	0.056	0
0.834	0.623	1	1	0.003	0	0.002	0	0.001	0.002	0.001	0.003	0.001	0.012	0.009	0	0.003	0	0.001	0.008
1	0.981	1	1	0.003	0.009	0	0.007	0	0.006	0	0.003	0	0.001	0.004	0	0	0.002	0.016	0.003
0.868	0.394	1	1	0.009	0.001	0.002	0.007	0.006	0.007	0	0.045	0.007	0.004	0.002	0.002	0.008	0.002	0.012	0.003
0.512	0.878	1	1	0.086	0	0.005	0	0.001	0	0.002	0.003	0.002	0.002	0.017	0.004	0.006	0.002	0.001	0
0.990990990990991	0.965965965965966	1	1	0	0	0	0.001001001001001	0.001001001001001	0	0	0.00600600600600601	0.002002002002002	0.002002002002002	0.002002002002002	0.001001001001001	0.00600600600600601	0.01001001001001	0	0
0.694	0.561	1	1	0.012	0.006	0.001	0	0	0.005	0	0.025	0	0.015	0.002	0.001	0.011	0.001	0.001	0.004
0.998	0.998	1	1	0.005	0	0.024	0	0.001	0	0.002	0.036	0.001	0.002	0.001	0	0	0.016	0.005	0.022
0.773	0.924	1	1	0.001	0.001	0.005	0.003	0.003	0	0	0	0.001	0	0	0.019	0	0.001	0	0.016
0.891	0.217	1	1	0	0.001	0.015	0.008	0.002	0.002	0.022	0.002	0	0	0.001	0	0.001	0.002	0.008	0.019
0.941	0.606	1	1	0	0.01	0	0.002	0.003	0	0.011	0.003	0.004	0.009	0.001	0.006	0	0.139	0	0.001
0.331	0.779	1	1	0.001	0	0.014	0.001	0	0.001	0.324	0	0.003	0.001	0.005	0.007	0	0.001	0.012	0.001
0.811	0.82	1	1	0.038	0	0.031	0.006	0.009	0.002	0.01	0.036	0.013	0.001	0.002	0.001	0.001	0.007	0	0.004
0.824	0.551	1	1	0.002	0	0.001	0	0	0	0	0.001	0	0	0	0.003	0.001	0.001	0	0.001
0.984	0.878	1	1	0.001	0	0.049	0	0	0.001	0.001	0.001	0	0.001	0.001	0.002	0	0.016	0	0.009
0.922	0.888	1	1	0.001	0.002	0.001	0	0.025	0.001	0.001	0.018	0.001	0.001	0.003	0	0.003	0	0.002	0.004
0.904	0.879	1	1	0.011	0.002	0.002	0	0.001	0.005	0.019	0.006	0.001	0.004	0.004	0	0	0.006	0	0.001
0.743	0.844	1	1	0.002	0.005	0.029	0.037	0.011	0.031	0.044	0.01	0.01	0.003	0.02	0.003	0.016	0.005	0.015	0.006
1	0.818	1	1	0	0.001	0.001	0	0.001	0	0	0.001	0	0	0.014	0.009	0	0	0	0
0.998	0.999	1	1	0	0.067	0.013	0.001	0.008	0.001	0.001	0.002	0.001	0.014	0.017	0.004	0.005	0.015	0.002	0.019
0.794	0.88	1	1	0	0.004	0.002	0	0.002	0.029	0	0.001	0.023	0.01	0.001	0.002	0.001	0	0	0.07
0.963	0.841	1	1	0	0	0	0	0.002	0	0	0	0	0.001	0	0.006	0.001	0	0.001	0
0.927	0.84	1	1	0.023	0.003	0	0.001	0.002	0.008	0.003	0.005	0.001	0.015	0	0.002	0.012	0	0.001	0
0.779	0.986	1	1	0.001	0.026	0.008	0	0.003	0.007	0.005	0.001	0.002	0.002	0	0.001	0.002	0.003	0	0.001
0.934	0.936	1	1	0.014	0.004	0.042	0.03	0.004	0.003	0.001	0.002	0.004	0.01	0.031	0.204	0.054	0.005	0.113	0.021
0.926	0.811	1	1	0.007	0	0.004	0	0.001	0.004	0	0.011	0.001	0	0	0.003	0.001	0	0.004	0.007
0.524	0.334	1	1	0.002	0.015	0	0	0.002	0.001	0.006	0.006	0.003	0.009	0.002	0.019	0.005	0.001	0	0.002
0.715	0.882	1	1	0.009	0.001	0.09	0.007	0.038	0.006	0.076	0.002	0.003	0.064	0.003	0.001	0.004	0.009	0.005	0.004
0.921	1	1	1	0	0.005	0.004	0.023	0.002	0.001	0.001	0.003	0.002	0.003	0.001	0.008	0.002	0.002	0.01	0.001
0.248	0.618	1	1	0	0.003	0	0	0.001	0.001	0	0	0	0.009	0	0	0	0	0	0.001
0.891	0.985	1	1	0.001	0.004	0.009	0.003	0.038	0.425	0.001	0.017	0.014	0.001	0.002	0.003	0.006	0.082	0.019	0.004
0.991	0.835	1	1	0.003	0.016	0.006	0.001	0	0.001	0.002	0	0	0.025	0.02	0.01	0.017	0.002	0.031	0.081
0.884	0.838	1	1	0.007	0.002	0.001	0	0.001	0.001	0.012	0.001	0	0	0.001	0	0	0	0	0.001
0.966	0.86	1	1	0	0.008	0.004	0.001	0	0	0.006	0	0	0.001	0.001	0.005	0.003	0.005	0	0
0.992	0.969	1	1	0.021	0.002	0.008	0.001	0.005	0.01	0	0.002	0.007	0.021	0	0.022	0.001	0.024	0.005	0.005
0.923	0.223	1	1	0.041	0.001	0.003	0	0.002	0.002	0.001	0.003	0.004	0.005	0.002	0.048	0.002	0.03	0.001	0.032
0.662	0.984	1	1	0.007	0.008	0	0	0	0	0	0	0	0.005	0.003	0.004	0.006	0	0	0
0.936	0.953	1	1	0	0.001	0.001	0	0.005	0.001	0.003	0.013	0.01	0.021	0.008	0.001	0.007	0.006	0.005	0
0.569	0.853	1	1	0	0.004	0.002	0.007	0.015	0.001	0.001	0.008	0.002	0.002	0.002	0	0	0	0.012	0
0.812	0.987	1	1	0.001	0.001	0.003	0	0	0	0	0.001	0.003	0	0.004	0	0.003	0	0	0.002
