X1	X2	X3	X4	X1.1	X2.1	X3.1	X4.1	X1.2	X2.2	X3.2	X4.2	X1.3	X2.3	X3.3	X4.3
2.00490922297257	0.102211120916857	1.80457542597553	2.20524301996961	2.04041086530159	0.129112112193197	1.78735112540292	2.29347060520025	2.04041086530159	0.102211120916857	1.84657678669095	2.24164457007325	2.04068025498926	0.0991458131917338	1.84621334354095	2.23514716643757
2.06683569889862	0.0932716465589184	1.88402327164314	2.2496481261541	2.09474423492699	0.123524822009829	1.85263558378772	2.33685288606625	2.09474423492699	0.0932716465589184	1.9122920041659	2.27791171654188	2.09473178133242	0.0884909009721574	1.92118139714123	2.26828216552362
2.02332726283282	0.110321262198148	1.80709758892445	2.23955693674119	1.95312266409593	0.146904416452948	1.66519000784816	2.24105532034371	1.95312266409593	0.110321262198148	1.74522449828087	2.17156138670272	1.95279155636555	0.103067267328372	1.75062690883752	2.15495620389358
2.0655425163098	0.108429745190465	1.85302021573649	2.27806481688311	2.10728972944197	0.143273732647062	1.82647321345373	2.38810624543021	2.10728972944197	0.108429745190465	1.89596103802981	2.31804457594516	2.10724340991219	0.102845969201844	1.90551158178667	2.30897523803772
1.91342611589426	0.108532393378143	1.7007026248731	2.12614960691542	1.93488964539184	0.147685320246371	1.64542641770895	2.22435287307473	1.93488964539184	0.108532393378143	1.7325941616121	2.15950055623899	1.93295846783653	0.102698480387048	1.73151340136628	2.13440353430678
2.05035302276272	0.106879475807133	1.84086925018074	2.2598367953447	2.02006594139706	0.141305362398742	1.74310743109553	2.2970244516986	2.02006594139706	0.106879475807133	1.80791059509561	2.22634701222873	2.02291153655988	0.0992248037394848	1.82828735644668	2.21753571667309
1.96188146125185	0.0940254609388415	1.77759155781172	2.14617136469198	1.95211585336423	0.124923724291305	1.70726535375327	2.19696635297519	1.95211585336423	0.0940254609388415	1.7628974115529	2.14321993444593	1.95234549387235	0.0896864642816532	1.77644050091209	2.1282504868326
1.89562006451822	0.0924895787176302	1.71434049023166	2.07689963880477	1.89400064410684	0.119352776910158	1.66006920136293	2.12793208685075	1.89400064410684	0.0924895787176302	1.71732850314242	2.07356095336469	1.89256238172224	0.0859894101424281	1.7239201095185	2.06120465392597
2.12284188638724	0.101372814380644	1.92415117020117	2.3215326025733	2.06404936763801	0.136335194136314	1.79683238713083	2.33126634814518	2.06404936763801	0.101372814380644	1.86618482226818	2.26880527801668	2.06270558241089	0.0928082237657744	1.88067591011694	2.24473525470483
2.0911989808286	0.121200255765036	1.85364647952913	2.32875148212807	2.04753166249507	0.15325890825381	1.7471442023176	2.34791912267253	2.04753166249507	0.121200255765036	1.81619578417029	2.29782330363828	2.04761330560829	0.114192345364051	1.82361368859455	2.27161292262203
2.12308151083751	0.114159788672448	1.89932832503951	2.34683469663551	2.06889354965075	0.14598183970708	1.78276914382487	2.35501795547663	2.06889354965075	0.114159788672448	1.86753369655535	2.32814724811678	2.06633499725285	0.112921355815592	1.84483182950773	2.28783816499797
1.89300657912984	0.116537102706007	1.66459385782606	2.12141930043361	1.91919588305559	0.14991319746487	1.62536601602445	2.21302575008674	1.91919588305559	0.116537102706007	1.7134232973446	2.17100918656028	1.91783594419284	0.110730518632446	1.70062782440645	2.13504406397923
2.05294598725585	0.126884610658847	1.80425215036451	2.30163982414719	2.04188064939803	0.166089336272305	1.71634555030431	2.36741574849175	2.04188064939803	0.126884610658847	1.76909945885133	2.27993405850353	2.04333904395471	0.121032978393791	1.80590894808187	2.28076913982756
2.01190560087637	0.101767980387111	1.81244035931764	2.21137084243511	2.08222514399428	0.13735367025041	1.81301195030348	2.35143833768509	2.08222514399428	0.101767980387111	1.87154705443683	2.2723291498537	2.08038584788162	0.0984740228312062	1.8872370687532	2.27353462701005
1.92662396029684	0.107867411131405	1.71520383447929	2.1380440861144	1.93573468880828	0.13864962193991	1.66398142980605	2.2074879478105	1.93573468880828	0.107867411131405	1.72573658316649	2.14196394816846	1.93672086334852	0.105901656492475	1.72899049728794	2.1444512294091
2.0264377062589	0.0948789658878047	1.84047493311881	2.212400479399	2.07695741886261	0.122401245707759	1.8370509772754	2.31686386044982	2.07695741886261	0.0948789658878047	1.89625908904612	2.2571229964131	2.07477133506499	0.089788112836778	1.89866375069008	2.25087891943991
