Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
1	0.981	1	1	0.188	0.414	0.812	0.143	0.489	0.213	0.234	0.18	0.81	0.335	0.147	0.137	0.44	0.168	0.376	0.418
1	1	1	1	0.655	0.473	0.254	0.188	0.689	0.208	0.164	0.231	0.128	0.127	0.264	0.217	0.163	0.459	0.301	0.204
1	1	1	1	0.154	0.174	0.222	0.165	0.455	0.18	0.279	0.423	0.173	0.153	0.474	0.529	0.201	0.174	0.371	0.232
1	1	1	1	0.807	0.174	0.21	0.213	0.283	0.353	0.157	0.271	0.334	0.486	0.178	0.183	0.314	0.183	0.178	0.351
1	1	1	1	0.149	0.163	0.21	0.884	0.219	0.184	0.152	0.142	0.191	0.418	0.188	0.237	0.241	0.186	0.198	0.406
1	1	1	1	0.183	0.357	0.209	0.342	0.2	0.282	0.153	0.337	0.484	0.306	0.143	0.177	0.186	0.349	0.336	0.209
1	1	1	1	0.547	0.644	0.312	0.306	0.212	0.187	0.159	0.214	0.397	0.21	0.243	0.289	0.213	0.324	0.225	0.174
1	1	1	1	0.34	0.289	0.167	0.219	0.665	0.18	0.151	0.397	0.184	0.292	0.181	0.416	0.244	0.169	0.415	0.183
1	1	1	1	0.2	0.33	0.19	0.266	0.142	0.706	0.385	0.165	0.183	0.495	0.194	0.348	0.667	0.194	0.216	0.763
1	1	1	1	0.384	0.31	0.661	0.174	0.374	0.55	0.22	0.163	0.262	0.152	0.181	0.458	0.261	0.523	0.428	0.171
1	1	1	1	0.739	0.21	0.387	0.183	0.339	0.282	0.352	0.324	0.272	0.184	0.154	0.219	0.19	0.336	0.302	0.361
1	1	1	1	0.351	0.815	0.279	0.173	0.166	0.22	0.665	0.267	0.164	0.197	0.163	0.211	0.244	0.873	0.406	0.174
1	1	1	1	0.537	0.46	0.264	0.163	0.167	0.435	0.222	0.272	0.151	0.206	0.196	0.578	0.225	0.158	0.173	0.202
1	0.983	1	1	0.181	0.41	0.442	0.677	0.175	0.225	0.195	0.263	0.199	0.151	0.164	0.346	0.181	0.201	0.786	0.249
1	1	1	1	0.288	0.152	0.296	0.198	0.318	0.412	0.126	0.365	0.252	0.536	0.523	0.298	0.418	0.211	0.281	0.349
1	1	1	1	0.204	0.611	0.178	0.593	0.248	0.461	0.18	0.392	0.187	0.164	0.394	0.298	0.17	0.191	0.652	0.569
1	0.994	1	1	0.422	0.16	0.164	0.396	0.316	0.493	0.17	0.727	0.336	0.243	0.322	0.336	0.372	0.177	0.592	0.21
0.999	1	1	1	0.838	0.223	0.26	0.147	0.217	0.192	0.19	0.257	0.263	0.198	0.525	0.226	0.405	0.222	0.179	0.156
1	1	1	1	0.162	0.221	0.199	0.194	0.251	0.171	0.182	0.537	0.328	0.283	0.239	0.165	0.624	0.788	0.157	0.145
1	0.996	1	1	0.512	0.436	0.135	0.207	0.162	0.335	0.147	0.612	0.15	0.467	0.14	0.174	0.415	0.171	0.228	0.302
1	1	1	1	0.324	0.178	0.786	0.201	0.388	0.197	0.159	0.727	0.165	0.386	0.161	0.159	0.214	0.656	0.436	0.743
1	1	1	1	0.187	0.172	0.378	0.299	0.364	0.217	0.146	0.136	0.192	0.15	0.179	0.793	0.37	0.378	0.182	0.724
1	0.96	1	1	0.163	0.258	0.626	0.62	0.247	0.159	0.685	0.169	0.152	0.158	0.164	0.203	0.251	0.224	0.413	0.659
1	1	1	1	0.174	0.465	0.171	0.208	0.216	0.171	0.431	0.389	0.364	0.43	0.175	0.31	0.137	0.914	0.173	0.175
0.988	0.999	1	1	0.163	0.232	0.511	0.271	0.154	0.26	0.997	0.247	0.357	0.342	0.32	0.426	0.15	0.164	0.386	0.283
1	0.999	1	1	0.76	0.176	0.495	0.415	0.308	0.205	0.344	0.678	0.306	0.194	0.248	0.181	0.179	0.397	0.165	0.232
1	1	1	1	0.3	0.166	0.239	0.218	0.15	0.163	0.192	0.262	0.363	0.141	0.273	0.493	0.223	0.186	0.169	0.134
1	1	1	1	0.18	0.178	0.8	0.186	0.175	0.235	0.178	0.165	0.22	0.301	0.16	0.349	0.16	0.651	0.2	0.555
1	1	1	1	0.456	0.278	0.228	0.171	0.74	0.288	0.167	0.571	0.223	0.26	0.292	0.17	0.372	0.179	0.374	0.331
1	1	1	1	0.488	0.228	0.219	0.189	0.27	0.365	0.664	0.368	0.303	0.429	0.374	0.173	0.133	0.282	0.169	0.192
0.999	1	1	1	0.185	0.337	0.592	0.647	0.416	0.495	0.681	0.423	0.357	0.171	0.459	0.197	0.434	0.221	0.312	0.286
1	1	1	1	0.168	0.247	0.251	0.181	0.442	0.147	0.198	0.247	0.295	0.134	0.722	0.586	0.184	0.174	0.243	0.17
1	1	1	1	0.169	0.856	0.475	0.321	0.533	0.159	0.247	0.173	0.186	0.614	0.503	0.233	0.431	0.512	0.261	0.627
1	1	1	1	0.141	0.426	0.232	0.176	0.186	0.707	0.147	0.238	0.574	0.394	0.19	0.286	0.233	0.2	0.159	0.861
1	1	1	1	0.157	0.196	0.198	0.219	0.375	0.167	0.229	0.229	0.228	0.255	0.214	0.567	0.204	0.314	0.294	0.183
1	1	1	1	0.66	0.237	0.181	0.195	0.264	0.539	0.179	0.275	0.185	0.66	0.192	0.254	0.584	0.142	0.32	0.214
1	1	1	1	0.18	0.575	0.429	0.14	0.195	0.541	0.436	0.184	0.391	0.382	0.152	0.181	0.231	0.285	0.321	0.18
1	1	1	1	0.236	0.165	0.642	0.493	0.272	0.186	0.222	0.176	0.205	0.262	0.51	0.918	0.669	0.205	0.853	0.435
1	1	1	1	0.462	0.262	0.41	0.191	0.166	0.367	0.148	0.554	0.176	0.166	0.158	0.268	0.177	0.252	0.33	0.417
1	0.996	1	1	0.347	0.455	0.176	0.17	0.159	0.336	0.261	0.387	0.397	0.507	0.148	0.644	0.233	0.215	0.166	0.187
0.999	0.999	1	1	0.485	0.214	0.839	0.346	0.642	0.244	0.801	0.162	0.242	0.693	0.175	0.301	0.192	0.307	0.233	0.166
1	1	1	1	0.322	0.538	0.358	0.73	0.31	0.178	0.176	0.238	0.245	0.303	0.245	0.487	0.266	0.259	0.462	0.287
0.995	1	1	1	0.184	0.399	0.18	0.189	0.431	0.266	0.182	0.195	0.158	0.539	0.175	0.159	0.172	0.265	0.146	0.297
1	1	1	1	0.164	0.23	0.353	0.203	0.607	0.992	0.152	0.456	0.521	0.171	0.25	0.165	0.264	0.753	0.535	0.157
