Xc1	Xc2	Xp1	Xp2	Xi1	Xi2	Xs1	Xs2	Xs3	Xs4	Xs5	Xs6	Xs7	Xs8	Xs9	Xs10	Xs11	Xs12	Xs13	Xs14
0.998	0.999	0.57	0.282	1	1	0.246	0.209	0.671	0.337	0.688	0.271	0.755	0.152	0.384	0.412	0.477	0.163	0.36	0.156
1	1	0.531	0.25	1	1	0.193	0.551	0.182	0.164	0.271	0.205	0.489	0.377	0.175	0.196	0.172	0.665	0.187	0.606
1	1	0.254	0.186	1	1	0.167	0.152	0.578	0.3	0.363	0.831	0.446	0.285	0.315	0.206	0.191	0.193	0.208	0.238
0.999	0.999	0.314	0.362	1	1	0.201	0.239	0.148	0.236	0.232	0.22	0.366	0.152	0.211	0.866	0.151	0.173	0.17	0.351
0.999	1	0.42	0.305	1	1	0.156	0.673	0.169	0.447	0.16	0.552	0.154	0.24	0.407	0.202	0.179	0.194	0.198	0.198
1	1	0.285	0.283	1	1	0.181	0.19	0.259	0.392	0.387	0.173	0.246	0.234	0.582	0.267	0.191	0.664	0.252	0.185
1	1	0.428	0.247	1	1	0.246	0.271	0.49	0.655	0.246	0.203	0.576	0.169	0.27	0.153	0.258	0.389	0.432	0.186
1	0.982	0.33	0.216	1	1	0.261	0.375	0.158	0.411	0.189	0.343	0.148	0.319	0.143	0.247	0.459	0.186	0.472	0.271
1	1	0.273	0.334	1	1	0.223	0.178	0.329	0.244	0.16	0.135	0.252	0.173	0.154	0.618	0.342	0.499	0.246	0.533
1	1	0.187	0.336	1	1	0.178	0.171	0.136	0.17	0.287	0.382	0.192	0.544	0.165	0.166	0.176	0.322	0.234	0.283
1	1	0.172	0.194	1	1	0.376	0.245	0.323	0.165	0.456	0.155	0.172	0.219	0.172	0.259	0.392	0.195	0.325	0.139
1	1	0.171	0.251	1	1	0.342	0.188	0.316	0.18	0.651	0.231	0.389	0.377	0.517	0.144	0.302	0.157	0.355	0.167
1	1	0.18	0.216	1	1	0.145	0.239	0.171	0.537	0.588	0.177	0.243	0.283	0.193	0.523	0.657	0.21	0.383	0.146
1	1	0.4	0.23	1	1	0.162	0.263	0.455	0.732	0.661	0.203	0.203	0.263	0.167	0.316	0.277	0.448	0.203	0.817
0.999	0.999	0.579	0.362	1	1	0.149	0.316	0.177	0.517	0.471	0.469	0.203	0.22	0.184	0.217	0.218	0.188	0.146	0.247
0.998	1	0.32	0.145	1	1	0.142	0.548	0.235	0.178	0.178	0.575	0.549	0.149	0.182	0.719	0.185	0.218	0.703	0.166
1	1	0.543	0.232	1	1	0.31	0.175	0.275	0.171	0.165	0.163	0.235	0.194	0.236	0.198	0.345	0.262	0.284	0.239
1	1	0.307	0.181	1	1	0.152	0.388	0.298	0.24	0.214	0.194	0.246	0.203	0.322	0.555	0.361	0.214	0.151	0.225
1	1	0.167	0.548	1	1	0.366	0.808	0.356	0.276	0.185	0.209	0.434	0.356	0.19	0.231	0.179	0.212	0.763	0.225
0.996	0.999	0.554	0.196	1	1	0.173	0.269	0.416	0.383	0.192	0.405	0.184	0.197	0.467	0.16	0.194	0.381	0.677	0.286
1	0.996	0.535	0.182	1	1	0.354	0.521	0.375	0.239	0.59	0.206	0.228	0.45	0.174	0.314	0.642	0.574	0.309	0.899
1	0.999	0.467	0.219	1	1	0.177	0.581	0.235	0.164	0.665	0.179	0.372	0.167	0.351	0.679	0.138	0.945	0.609	0.197
0.998	0.999	0.174	0.211	1	1	0.428	0.525	0.157	0.716	0.751	0.234	0.896	0.149	0.543	0.31	0.213	0.209	0.172	0.207
1	1	0.335	0.151	1	1	0.352	0.225	0.181	0.575	0.17	0.385	0.281	0.659	0.171	0.174	0.154	0.495	0.619	0.188
1	1	0.523	0.263	1	1	0.289	0.451	0.175	0.697	0.199	0.515	0.18	0.393	0.538	0.201	0.245	0.236	0.206	0.464
1	1	0.381	0.278	1	1	0.168	0.177	0.361	0.284	0.69	0.242	0.848	0.184	0.859	0.298	0.27	0.338	0.209	0.377
1	1	0.31	0.186	1	1	0.2	0.177	0.401	0.772	0.487	0.699	0.137	0.154	0.167	0.294	0.169	0.154	0.325	0.479
1	0.992	0.313	0.203	1	1	0.271	0.291	0.302	0.29	0.421	0.14	0.179	0.453	0.164	0.475	0.352	0.15	0.526	0.153
1	1	0.16	0.352	1	1	0.308	0.221	0.286	0.194	0.22	0.24	0.159	0.245	0.189	0.181	0.173	0.14	0.308	0.168
1	1	0.153	0.255	1	1	0.169	0.577	0.206	0.177	0.633	0.169	0.418	0.657	0.72	0.185	0.16	0.355	0.283	0.364
0.992	1	0.242	0.176	1	1	0.184	0.175	0.328	0.577	0.774	0.196	0.426	0.566	0.193	0.195	0.212	0.151	0.216	0.159
1	0.973	0.428	0.48	1	1	0.162	0.161	0.18	0.416	0.174	0.335	0.544	0.248	0.354	0.172	0.211	0.423	0.15	0.541
1	0.997	0.467	0.554	1	1	0.2	0.388	0.478	0.322	0.173	0.172	0.383	0.169	0.32	0.305	0.341	0.282	0.296	0.517
0.997	0.979	0.149	0.483	1	1	0.225	0.176	0.196	0.159	0.167	0.181	0.145	0.255	0.573	0.32	0.237	0.201	0.195	0.834
1	0.994	0.225	0.318	1	1	0.577	0.281	0.189	0.149	0.291	0.246	0.477	0.182	0.213	0.145	0.206	0.153	0.323	0.762
1	1	0.278	0.825	1	1	0.361	0.227	0.673	0.142	0.177	0.488	0.162	0.189	0.161	0.297	0.514	0.355	0.18	0.31
1	1	0.153	0.173	1	1	0.362	0.229	0.545	0.193	0.586	0.314	0.399	0.36	0.195	0.162	0.211	0.208	0.188	0.168
1	1	0.157	0.71	1	1	0.469	0.326	0.159	0.247	0.255	0.183	0.395	0.31	0.17	0.247	0.151	0.203	0.605	0.198
0.994	1	0.197	0.184	1	1	0.45	0.368	0.464	0.165	0.348	0.197	0.283	0.735	0.172	0.238	0.168	0.381	0.157	0.484
1	0.996	0.534	0.162	1	1	0.36	0.165	0.152	0.202	0.702	0.212	0.495	0.26	0.205	0.169	0.349	0.655	0.31	0.177
1	1	0.173	0.264	1	1	0.193	0.592	0.32	0.574	0.564	0.191	0.934	0.279	0.877	0.258	0.572	0.663	0.141	0.746
1	1	0.508	0.212	1	1	0.435	0.216	0.414	0.168	0.163	0.169	0.164	0.657	0.178	0.262	0.864	0.187	0.245	0.182
1	1	0.174	0.263	1	1	0.376	0.314	0.172	0.421	0.168	0.358	0.18	0.184	0.69	0.298	0.129	0.207	0.197	0.268
1	1	0.39	0.499	1	1	0.828	0.174	0.21	0.529	0.157	0.197	0.88	0.559	0.597	0.481	0.18	0.348	0.192	0.239
1	1	0.151	0.198	1	1	0.201	0.214	0.278	0.287	0.182	0.463	0.332	0.479	0.28	0.202	0.255	0.201	0.219	0.66
0.999	0.999	0.75	0.233	1	1	0.138	0.46	0.722	0.224	0.261	0.493	0.203	0.31	0.523	0.201	0.154	0.143	0.215	0.187
1	1	0.548	0.728	1	1	0.18	0.401	0.175	0.176	0.667	0.393	0.267	0.962	0.3	0.357	0.302	0.571	0.154	0.267
0.966	1	0.216	0.566	1	1	0.207	0.477	0.192	0.546	0.247	0.441	0.385	0.283	0.522	0.202	0.166	0.245	0.148	0.194
